tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Blood,CD4_T,HLA-DRB1,RB1,0.165,0.485838,NS,20,0.7287759676739283,0.7377711208372978
Blood,CD4_T,HLA-DRB1,RORC,0.048,0.840339,NS,20,0.9320873284642032,0.9320229631688672
Blood,CD4_T,HLA-DRB1,RPTOR,-0.188,0.427421,NS,20,0.6871284377405857,0.6953760611620795
Blood,CD4_T,HLA-DRB1,SDHB,-0.068,0.776821,NS,20,0.900906020585572,0.9023335633187773
Blood,CD4_T,HLA-DRB1,SIGLEC10,0.275,0.241438,NS,20,0.5139921784131206,0.5221342113821138
Blood,CD4_T,HLA-DRB1,SOCS1,0.26,0.26798,NS,20,0.5431698438489132,0.5518659096774193
Blood,CD4_T,HLA-DRB1,SOCS3,0.292,0.212026,NS,20,0.478921985420341,0.488302303030303
Blood,CD4_T,HLA-DRB1,STAT1,-0.042,0.860095,NS,20,0.9418733993615688,0.9415031687242799
Blood,CD4_T,HLA-DRB1,STAT2,0.041,0.865047,NS,20,0.9441210042608795,0.9423993255972696
Blood,CD4_T,HLA-DRB1,TAP1,0.361,0.11798,NS,20,0.34751821220484513,0.3607204597701149
Blood,CD4_T,HLA-DRB1,TET2,0.086,0.719366,NS,20,0.8715290585230497,0.8741830438729198
Blood,CD4_T,HLA-DRB1,TFAM,-0.311,0.181576,NS,20,0.4422792615696716,0.4563705448818897
Blood,CD4_T,HLA-DRB1,TGFB1,0.003,0.98996,NS,20,0.996182576082971,0.9968303848580441
Blood,CD4_T,HLA-DRB1,TGFBR1,0.062,0.796239,NS,20,0.9105629757128401,0.9135855097052481
Blood,CD4_T,HLA-DRB1,TGFBR2,-0.28,0.232348,NS,20,0.5040240998193315,0.5136113684210526
Blood,CD4_T,HLA-DRB1,TIGIT,0.553,0.01137,*,20,0.08237213709981167,0.09164909090909092
Blood,CD4_T,HLA-DRB1,TOX,0.406,0.075689,†,20,0.26985846598702506,0.28158425174825175
Blood,CD4_T,HLA-DRB1,TOX2,0.442,0.050965,†,20,0.21195720844155844,0.21865629032258066
Blood,CD4_T,HLA-DRB1,TYROBP,0.714,0.000403,**,20,0.009216705952380952,0.013684851063829788
Blood,CD4_T,IL1B,IL1RN,0.379,0.099342,†,20,0.31630061990725405,0.32917665560165976
Blood,CD4_T,IL1B,IL2RA,0.014,0.951751,NS,20,0.9805532168060919,0.9806464864864864
Blood,CD4_T,IL1B,IRF3,-0.044,0.853255,NS,20,0.9392552031285812,0.9386631416781294
Blood,CD4_T,IL1B,IRF7,0.079,0.741452,NS,20,0.8841090112959284,0.8831025313432835
Blood,CD4_T,IL1B,ISG15,0.357,0.122647,NS,20,0.3548639300090117,0.3707284318181819
Blood,CD4_T,IL1B,JAK1,-0.044,0.853255,NS,20,0.9392552031285812,0.9386631416781294
Blood,CD4_T,IL1B,JCHAIN,-0.002,0.991893,NS,20,0.9977721289951352,0.998147054224464
Blood,CD4_T,IL1B,LAYN,0.08,0.738807,NS,20,0.8824435014299926,0.8812675426008968
Blood,CD4_T,IL1B,LDHA,0.092,0.700972,NS,20,0.8631737127107237,0.8665773137103021
Blood,CD4_T,IL1B,LGALS9,0.175,0.460196,NS,20,0.7108487059580285,0.7186622465753425
Blood,CD4_T,IL1B,LILRB1,0.226,0.338574,NS,20,0.6125455630702662,0.6232692580645162
Blood,CD4_T,IL1B,MEFV,0.494,0.026894,*,20,0.1421740875068795,0.1480097379310345
Blood,CD4_T,IL1B,MT-CYB,-0.366,0.112999,NS,20,0.3387664445830086,0.3533125479452055
Blood,CD4_T,IL1B,MT-ND1,-0.25,0.288071,NS,20,0.5641921053542346,0.5720083826086957
Blood,CD4_T,IL1B,MT-ND2,-0.421,0.064552,†,20,0.24494689018368557,0.25189484596577016
Blood,CD4_T,IL1B,MTOR,0.059,0.803389,NS,20,0.913086794001065,0.9178302390837509
Blood,CD4_T,IL1B,MX1,0.029,0.903663,NS,20,0.9611029569356803,0.956988675944334
Blood,CD4_T,IL1B,PRDM1,0.104,0.661252,NS,20,0.8431993126037035,0.8476127269815852
Blood,CD4_T,IL1B,PYCARD,0.21,0.374945,NS,20,0.6442239866738216,0.65615375
Blood,CD4_T,IL1B,RB1,-0.107,0.653897,NS,20,0.8380049321152306,0.8439859595796282
Blood,CD4_T,IL1B,RORC,0.496,0.025969,*,20,0.13909554224569207,0.1459384647887324
Blood,CD4_T,IL1B,RPTOR,0.04,0.866475,NS,20,0.9453352458401953,0.9433111186903137
Blood,CD4_T,IL1B,SDHB,-0.123,0.605673,NS,20,0.8069619254455926,0.8116323324937028
Blood,CD4_T,IL1B,SIGLEC10,0.403,0.077745,†,20,0.274702813132242,0.286520524137931
Blood,CD4_T,IL1B,SOCS1,0.221,0.34926,NS,20,0.6235417197546925,0.6319942857142857
Blood,CD4_T,IL1B,SOCS3,0.147,0.536237,NS,20,0.7620102829142011,0.7689436226415094
Blood,CD4_T,IL1B,STAT1,0.325,0.162671,NS,20,0.41545766830630154,0.4298392649006623
Blood,CD4_T,IL1B,STAT2,-0.001,0.997318,NS,20,0.9993467607969956,1.0
Blood,CD4_T,IL1B,TAP1,0.114,0.632018,NS,20,0.8246195190165716,0.829523625
Blood,CD4_T,IL1B,TET2,0.18,0.447741,NS,20,0.7022821971750489,0.70892325
Blood,CD4_T,IL1B,TFAM,-0.154,0.516148,NS,20,0.7479046031075577,0.7543886089334549
Blood,CD4_T,IL1B,TGFB1,0.15,0.527264,NS,20,0.7555772567507085,0.762240347826087
Blood,CD4_T,IL1B,TGFBR1,0.407,0.075306,†,20,0.26930446128071484,0.28158425174825175
Blood,CD4_T,IL1B,TGFBR2,-0.227,0.336811,NS,20,0.6113562808903981,0.6232692580645162
Blood,CD4_T,IL1B,TIGIT,0.168,0.479205,NS,20,0.724511017847315,0.7346761727447216
Blood,CD4_T,IL1B,TOX,0.207,0.380584,NS,20,0.6481776764992471,0.6623904732824427
Blood,CD4_T,IL1B,TOX2,0.238,0.312709,NS,20,0.5875162468991113,0.5970813333333334
Blood,CD4_T,IL1B,TYROBP,0.435,0.055499,†,20,0.22297851107859532,0.22896207751937983
Blood,CD4_T,IL1RN,IL2RA,-0.014,0.954692,NS,20,0.9808796984118496,0.9806464864864864
Blood,CD4_T,IL1RN,IRF3,0.099,0.677057,NS,20,0.8488501813258515,0.8537074597156398
Blood,CD4_T,IL1RN,IRF7,-0.28,0.231736,NS,20,0.5037722493497682,0.5136113684210526
Blood,CD4_T,IL1RN,ISG15,-0.085,0.722043,NS,20,0.8732201268412438,0.8741830438729198
Blood,CD4_T,IL1RN,JAK1,0.626,0.003133,**,20,0.03561423846153846,0.04237515254237288
Blood,CD4_T,IL1RN,JCHAIN,0.483,0.030937,*,20,0.15596590451206715,0.15876351125401927
Blood,CD4_T,IL1RN,LAYN,0.323,0.165363,NS,20,0.4195441881933439,0.43479299505766067
Blood,CD4_T,IL1RN,LDHA,-0.367,0.110965,NS,20,0.3356436574846529,0.35000027667984185
Blood,CD4_T,IL1RN,LGALS9,-0.031,0.895448,NS,20,0.9561166923076924,0.9521219240506329
Blood,CD4_T,IL1RN,LILRB1,-0.121,0.612805,NS,20,0.8122672455197133,0.8158459400000001
Blood,CD4_T,IL1RN,MEFV,0.637,0.002525,**,20,0.030896671974522293,0.03799366666666667
Blood,CD4_T,IL1RN,MT-CYB,0.088,0.711373,NS,20,0.8680875289970146,0.8720056129032259
Blood,CD4_T,IL1RN,MT-ND1,0.074,0.757057,NS,20,0.8911751144519289,0.8916049292035398
Blood,CD4_T,IL1RN,MT-ND2,-0.087,0.714036,NS,20,0.8693035280187424,0.8726566549349656
Blood,CD4_T,IL1RN,MTOR,0.431,0.057727,†,20,0.22889440598555214,0.23383830456852794
Blood,CD4_T,IL1RN,MX1,0.305,0.191528,NS,20,0.45408421670986054,0.46385233383915025
Blood,CD4_T,IL1RN,PRDM1,-0.074,0.757057,NS,20,0.8911751144519289,0.8916049292035398
Blood,CD4_T,IL1RN,PYCARD,-0.153,0.520259,NS,20,0.7502398775709354,0.7555353630573248
Blood,CD4_T,IL1RN,RB1,0.487,0.02938,*,20,0.1503914681588063,0.15174912621359224
Blood,CD4_T,IL1RN,RORC,0.292,0.211694,NS,20,0.478921985420341,0.488302303030303
Blood,CD4_T,IL1RN,RPTOR,0.677,0.001038,**,20,0.017400539267015708,0.023666400000000004
Blood,CD4_T,IL1RN,SDHB,0.268,0.252969,NS,20,0.5266920406415952,0.5367041483443709
Blood,CD4_T,IL1RN,SIGLEC10,0.183,0.439006,NS,20,0.695763557800132,0.7037478674698795
Blood,CD4_T,IL1RN,SOCS1,-0.311,0.182576,NS,20,0.4435340839656044,0.45816241509433964
Blood,CD4_T,IL1RN,SOCS3,-0.145,0.541568,NS,20,0.7663612611225693,0.7699616645962734
Blood,CD4_T,IL1RN,STAT1,0.264,0.260843,NS,20,0.5357125158221082,0.5456165504587156
Blood,CD4_T,IL1RN,STAT2,0.354,0.125834,NS,20,0.36032150454613204,0.37639099253731345
Blood,CD4_T,IL1RN,TAP1,0.095,0.690187,NS,20,0.8569048262665376,0.8631300375586854
Blood,CD4_T,IL1RN,TET2,0.533,0.015541,*,20,0.10015369037235826,0.10645251502145922
Blood,CD4_T,IL1RN,TFAM,0.356,0.122943,NS,20,0.3548639300090117,0.3709206578449905
Blood,CD4_T,IL1RN,TGFB1,0.113,0.635654,NS,20,0.8275708905974799,0.8312232039312039
Blood,CD4_T,IL1RN,TGFBR1,0.183,0.439181,NS,20,0.695763557800132,0.7037478674698795
Blood,CD4_T,IL1RN,TGFBR2,0.488,0.029056,*,20,0.14928590721925133,0.15174912621359224
Blood,CD4_T,IL1RN,TIGIT,-0.001,0.997167,NS,20,0.999299699374022,1.0
Blood,CD4_T,IL1RN,TOX,0.164,0.490195,NS,20,0.7310305965688558,0.7400567523629489
Blood,CD4_T,IL1RN,TOX2,0.055,0.817329,NS,20,0.9202500214499209,0.9232131464968153
Blood,CD4_T,IL1RN,TYROBP,0.254,0.280365,NS,20,0.5552099798989794,0.562845962264151
Blood,CD4_T,IL2RA,IRF3,0.352,0.128142,NS,20,0.3635790274700931,0.376638364640884
Blood,CD4_T,IL2RA,IRF7,-0.044,0.855148,NS,20,0.9394012024245196,0.9386631416781294
Blood,CD4_T,IL2RA,ISG15,0.453,0.045076,*,20,0.19551931271167305,0.20151623529411763
Blood,CD4_T,IL2RA,JAK1,-0.141,0.552214,NS,20,0.7733330772707392,0.7717456602451839
Blood,CD4_T,IL2RA,JCHAIN,0.05,0.834179,NS,20,0.9290632946257754,0.931013765034965
Blood,CD4_T,IL2RA,LAYN,0.045,0.85015,NS,20,0.9375642882727742,0.9386113526970955
Blood,CD4_T,IL2RA,LDHA,0.221,0.348974,NS,20,0.6234584630541872,0.6319942857142857
Blood,CD4_T,IL2RA,LGALS9,0.562,0.009844,**,20,0.07495564169639318,0.08401617112299466
Blood,CD4_T,IL2RA,LILRB1,0.202,0.394261,NS,20,0.6607474545058013,0.6715480853788688
Blood,CD4_T,IL2RA,MEFV,-0.204,0.387589,NS,20,0.6546399470769231,0.6665862543103449
Blood,CD4_T,IL2RA,MT-CYB,-0.251,0.285522,NS,20,0.5607404561439377,0.5681959002493765
Blood,CD4_T,IL2RA,MT-ND1,-0.147,0.535247,NS,20,0.761168859056925,0.7682142194244606
Blood,CD4_T,IL2RA,MT-ND2,-0.368,0.109964,NS,20,0.3334677827940016,0.3482193333333334
Blood,CD4_T,IL2RA,MTOR,0.409,0.073341,†,20,0.2646419892937641,0.2767192340425532
Blood,CD4_T,IL2RA,MX1,-0.374,0.103841,NS,20,0.3231218034326425,0.3389166380368098
Blood,CD4_T,IL2RA,PRDM1,0.233,0.322678,NS,20,0.5966282057747835,0.6037445345838218
Blood,CD4_T,IL2RA,PYCARD,0.463,0.039725,*,20,0.18114335983859484,0.18592697947214076
Blood,CD4_T,IL2RA,RB1,0.253,0.28255,NS,20,0.5575254776088743,0.5651
Blood,CD4_T,IL2RA,RORC,0.305,0.190609,NS,20,0.4530235678584684,0.4623282127659574
Blood,CD4_T,IL2RA,RPTOR,0.101,0.672556,NS,20,0.8488501813258515,0.8537074597156398
Blood,CD4_T,IL2RA,SDHB,0.087,0.714638,NS,20,0.8693035280187424,0.8726566549349656
Blood,CD4_T,IL2RA,SIGLEC10,-0.035,0.884858,NS,20,0.9518162605677173,0.9465841769436997
Blood,CD4_T,IL2RA,SOCS1,0.108,0.649567,NS,20,0.83571066414412,0.8428527902439025
Blood,CD4_T,IL2RA,SOCS3,0.239,0.309986,NS,20,0.5848770271066588,0.5953521732851985
Blood,CD4_T,IL2RA,STAT1,0.284,0.224585,NS,20,0.4948154357798165,0.5055538222849083
Blood,CD4_T,IL2RA,STAT2,0.537,0.014663,*,20,0.09607465654843111,0.10354932743362832
Blood,CD4_T,IL2RA,TAP1,0.519,0.019088,*,20,0.11437915408608859,0.11900175000000002
Blood,CD4_T,IL2RA,TET2,0.457,0.042719,*,20,0.1887668443678161,0.19479864000000002
Blood,CD4_T,IL2RA,TFAM,-0.113,0.635917,NS,20,0.8275708905974799,0.8312232039312039
Blood,CD4_T,IL2RA,TGFB1,-0.015,0.949828,NS,20,0.979290051228409,0.9799130497737556
Blood,CD4_T,IL2RA,TGFBR1,0.194,0.412504,NS,20,0.6761039453971504,0.6836514890965731
Blood,CD4_T,IL2RA,TGFBR2,-0.114,0.631392,NS,20,0.8239146659421274,0.8293840592592592
Blood,CD4_T,IL2RA,TIGIT,0.346,0.135252,NS,20,0.37466851795241535,0.3889408864864865
Blood,CD4_T,IL2RA,TOX,0.435,0.055519,†,20,0.22297851107859532,0.22896207751937983
Blood,CD4_T,IL2RA,TOX2,0.238,0.313131,NS,20,0.5875162468991113,0.5970813333333334
Blood,CD4_T,IL2RA,TYROBP,0.017,0.944817,NS,20,0.9771145234173128,0.9772702086843811
Blood,CD4_T,IRF3,IRF7,0.334,0.150299,NS,20,0.3975484082335123,0.4100465025641025
Blood,CD4_T,IRF3,ISG15,0.011,0.964869,NS,20,0.985281367086589,0.9871352076923077
Blood,CD4_T,IRF3,JAK1,0.217,0.359146,NS,20,0.62986614989958,0.6390156254180603
Blood,CD4_T,IRF3,JCHAIN,-0.105,0.660912,NS,20,0.8429117992431787,0.8476127269815852
Blood,CD4_T,IRF3,LAYN,0.095,0.691042,NS,20,0.8569048262665376,0.8631300375586854
Blood,CD4_T,IRF3,LDHA,0.035,0.884902,NS,20,0.9518162605677173,0.9465841769436997
Blood,CD4_T,IRF3,LGALS9,0.304,0.192914,NS,20,0.45594405940228755,0.4650917583081571
Blood,CD4_T,IRF3,LILRB1,-0.202,0.394261,NS,20,0.6607474545058013,0.6715480853788688
Blood,CD4_T,IRF3,MEFV,-0.006,0.979255,NS,20,0.9922655666772086,0.9967838852772467
Blood,CD4_T,IRF3,MT-CYB,0.406,0.075689,†,20,0.26985846598702506,0.28158425174825175
Blood,CD4_T,IRF3,MT-ND1,0.49,0.028211,*,20,0.1462389425256341,0.14958390697674417
Blood,CD4_T,IRF3,MT-ND2,0.534,0.015337,*,20,0.09897181961706417,0.1055079827586207
Blood,CD4_T,IRF3,MTOR,0.525,0.017509,*,20,0.10774035842408712,0.11359497560975611
Blood,CD4_T,IRF3,MX1,0.048,0.840339,NS,20,0.9320873284642032,0.9320229631688672
Blood,CD4_T,IRF3,PRDM1,-0.513,0.02078,*,20,0.12104444511825349,0.12562454545454546
Blood,CD4_T,IRF3,PYCARD,0.308,0.186056,NS,20,0.4474614191286931,0.45966776470588233
Blood,CD4_T,IRF3,RB1,0.048,0.840339,NS,20,0.9320873284642032,0.9320229631688672
Blood,CD4_T,IRF3,RORC,0.299,0.19994,NS,20,0.46500805713593996,0.47274702222222226
Blood,CD4_T,IRF3,RPTOR,0.57,0.008704,**,20,0.06918185519238726,0.07760661452513967
Blood,CD4_T,IRF3,SDHB,0.606,0.004623,**,20,0.04585051781104802,0.05195991549295775
Blood,CD4_T,IRF3,SIGLEC10,-0.421,0.064377,†,20,0.2448377407114625,0.2518276764705883
Blood,CD4_T,IRF3,SOCS1,-0.281,0.229741,NS,20,0.5016542794953398,0.5106777660167131
Blood,CD4_T,IRF3,SOCS3,-0.465,0.039003,*,20,0.1792980696338837,0.18526425000000002
Blood,CD4_T,IRF3,STAT1,0.308,0.186056,NS,20,0.4474614191286931,0.45966776470588233
Blood,CD4_T,IRF3,STAT2,0.475,0.034227,*,20,0.16633819807740957,0.1701753644859813
Blood,CD4_T,IRF3,TAP1,0.307,0.188323,NS,20,0.44987231447401144,0.46028102297090345
Blood,CD4_T,IRF3,TET2,0.189,0.423665,NS,20,0.6840804063340055,0.6916815950920245
Blood,CD4_T,IRF3,TFAM,0.499,0.025022,*,20,0.13594390328054298,0.1426254
Blood,CD4_T,IRF3,TGFB1,0.283,0.227153,NS,20,0.4987241466285714,0.5077537647058823
Blood,CD4_T,IRF3,TGFBR1,0.492,0.027658,*,20,0.14463676401741973,0.14862682828282828
Blood,CD4_T,IRF3,TGFBR2,0.224,0.342286,NS,20,0.6158711572539103,0.6264775871559632
Blood,CD4_T,IRF3,TIGIT,0.158,0.506147,NS,20,0.7404871540159877,0.7493604935064936
Blood,CD4_T,IRF3,TOX,0.032,0.894854,NS,20,0.9557272263049642,0.9521219240506329
Blood,CD4_T,IRF3,TOX2,-0.074,0.757529,NS,20,0.8911751144519289,0.8916049292035398
Blood,CD4_T,IRF3,TYROBP,-0.589,0.006233,**,20,0.05574588594040968,0.06296118987341773
Blood,CD4_T,IRF7,ISG15,0.25,0.288513,NS,20,0.5641921053542346,0.5720083826086957
Blood,CD4_T,IRF7,JAK1,-0.398,0.081805,†,20,0.2829592824990998,0.29405581081081084
Blood,CD4_T,IRF7,JCHAIN,-0.392,0.086996,†,20,0.29434310602324765,0.3024958954248366
Blood,CD4_T,IRF7,LAYN,-0.017,0.942291,NS,20,0.9764472579288026,0.9771906666666667
Blood,CD4_T,IRF7,LDHA,0.429,0.05938,†,20,0.2326635080562921,0.23931939393939397
Blood,CD4_T,IRF7,LGALS9,-0.03,0.899837,NS,20,0.9584059769917392,0.9542457488372093
Blood,CD4_T,IRF7,LILRB1,-0.146,0.539466,NS,20,0.7644524102677583,0.7699616645962734
Blood,CD4_T,IRF7,MEFV,-0.27,0.249021,NS,20,0.5228923850694065,0.5327580643431635
Blood,CD4_T,IRF7,MT-CYB,-0.054,0.820675,NS,20,0.9212871749547129,0.9243453069865913
Blood,CD4_T,IRF7,MT-ND1,-0.095,0.691153,NS,20,0.8569048262665376,0.8631300375586854
Blood,CD4_T,IRF7,MT-ND2,0.114,0.631392,NS,20,0.8239146659421274,0.8293840592592592
Blood,CD4_T,IRF7,MTOR,-0.155,0.514383,NS,20,0.7460721199426329,0.7538615867768597
Blood,CD4_T,IRF7,MX1,0.202,0.394261,NS,20,0.6607474545058013,0.6715480853788688
Blood,CD4_T,IRF7,PRDM1,-0.054,0.820675,NS,20,0.9212871749547129,0.9243453069865913
Blood,CD4_T,IRF7,PYCARD,0.268,0.253892,NS,20,0.5270145015667207,0.5367041483443709
Blood,CD4_T,IRF7,RB1,-0.46,0.041201,*,20,0.18480327130515994,0.1895008530259366
Blood,CD4_T,IRF7,RORC,0.135,0.569419,NS,20,0.7824267512338173,0.7847950984455959
Blood,CD4_T,IRF7,RPTOR,-0.259,0.270856,NS,20,0.5451823023986592,0.554924487804878
Blood,CD4_T,IRF7,SDHB,-0.056,0.815774,NS,20,0.9192437023048501,0.9227323203401843
Blood,CD4_T,IRF7,SIGLEC10,-0.409,0.073222,†,20,0.2646419892937641,0.2767192340425532
Blood,CD4_T,IRF7,SOCS1,0.447,0.048373,*,20,0.2045550744001761,0.20979159782608697
Blood,CD4_T,IRF7,SOCS3,0.098,0.681832,NS,20,0.8512818971859362,0.8568534425196851
Blood,CD4_T,IRF7,STAT1,0.293,0.209571,NS,20,0.47569566009445097,0.4861559825581396
Blood,CD4_T,IRF7,STAT2,-0.125,0.600074,NS,20,0.8033464539372823,0.8082009316455697
Blood,CD4_T,IRF7,TAP1,0.397,0.083071,†,20,0.28538572621602293,0.29660249664429533
Blood,CD4_T,IRF7,TET2,-0.472,0.035542,*,20,0.16938659439345075,0.17347104587155962
Blood,CD4_T,IRF7,TFAM,-0.065,0.786515,NS,20,0.9059140035373823,0.9063378628158844
Blood,CD4_T,IRF7,TGFB1,0.4,0.080554,†,20,0.2800439547593196,0.2908691945701357
Blood,CD4_T,IRF7,TGFBR1,0.239,0.309986,NS,20,0.5848770271066588,0.5953521732851985
Blood,CD4_T,IRF7,TGFBR2,-0.469,0.036897,*,20,0.17284278639356254,0.17790819335347433
Blood,CD4_T,IRF7,TIGIT,0.562,0.009844,**,20,0.07495564169639318,0.08401617112299466
Blood,CD4_T,IRF7,TOX,0.038,0.874965,NS,20,0.9478953928168697,0.9454598104265403
Blood,CD4_T,IRF7,TOX2,0.29,0.2145,NS,20,0.48246803652968034,0.4911649928263988
Blood,CD4_T,IRF7,TYROBP,-0.182,0.442621,NS,20,0.6984472658726899,0.7071302462462462
Blood,CD4_T,ISG15,JAK1,-0.314,0.17717,NS,20,0.43563456674772816,0.44954422893481716
Blood,CD4_T,ISG15,JCHAIN,-0.164,0.490589,NS,20,0.7315046009779571,0.7400567523629489
Blood,CD4_T,ISG15,LAYN,0.336,0.147231,NS,20,0.392622812465297,0.40724553899480065
Blood,CD4_T,ISG15,LDHA,0.353,0.126407,NS,20,0.3605270035618878,0.37639099253731345
Blood,CD4_T,ISG15,LGALS9,0.592,0.00591,**,20,0.05380900947867299,0.06164941176470589
Blood,CD4_T,ISG15,LILRB1,0.236,0.316294,NS,20,0.5908522008945936,0.5981104549763033
Blood,CD4_T,ISG15,MEFV,-0.247,0.293726,NS,20,0.5699560847389152,0.5789470344827585
Blood,CD4_T,ISG15,MT-CYB,-0.311,0.181576,NS,20,0.4422792615696716,0.4563705448818897
Blood,CD4_T,ISG15,MT-ND1,-0.317,0.172837,NS,20,0.4295991211023418,0.4434852926045016
Blood,CD4_T,ISG15,MT-ND2,-0.37,0.10841,NS,20,0.3308533984114377,0.34604472000000003
Blood,CD4_T,ISG15,MTOR,0.027,0.909812,NS,20,0.9637405344067049,0.9584554138613861
Blood,CD4_T,ISG15,MX1,-0.208,0.379993,NS,20,0.6476537348296664,0.6620838733624455
Blood,CD4_T,ISG15,PRDM1,0.086,0.719366,NS,20,0.8715290585230497,0.8741830438729198
Blood,CD4_T,ISG15,PYCARD,0.48,0.032326,*,20,0.16017920711890637,0.16378506666666667
Blood,CD4_T,ISG15,RB1,-0.149,0.531043,NS,20,0.7584467380120438,0.7663152151898734
Blood,CD4_T,ISG15,RORC,0.215,0.362574,NS,20,0.6330603291829501,0.6422509478357381
Blood,CD4_T,ISG15,RPTOR,-0.325,0.162323,NS,20,0.41489983408728043,0.4296310248756219
Blood,CD4_T,ISG15,SDHB,-0.011,0.964869,NS,20,0.985281367086589,0.9871352076923077
Blood,CD4_T,ISG15,SIGLEC10,0.032,0.892324,NS,20,0.9555427181716833,0.9519713262032086
Blood,CD4_T,ISG15,SOCS1,0.346,0.135252,NS,20,0.37466851795241535,0.3889408864864865
Blood,CD4_T,ISG15,SOCS3,0.155,0.514383,NS,20,0.7460721199426329,0.7538615867768597
Blood,CD4_T,ISG15,STAT1,0.331,0.154236,NS,20,0.403187888964485,0.41651549238578683
Blood,CD4_T,ISG15,STAT2,0.156,0.510257,NS,20,0.7437440991654021,0.751263996309963
Blood,CD4_T,ISG15,TAP1,0.606,0.004623,**,20,0.04585051781104802,0.05195991549295775
Blood,CD4_T,ISG15,TET2,-0.011,0.964869,NS,20,0.985281367086589,0.9871352076923077
Blood,CD4_T,ISG15,TFAM,-0.385,0.093725,†,20,0.3057620412423625,0.3203107066381156
Blood,CD4_T,ISG15,TGFB1,0.202,0.394261,NS,20,0.6607474545058013,0.6715480853788688
Blood,CD4_T,ISG15,TGFBR1,0.296,0.204718,NS,20,0.46936836114094765,0.4804851882352942
Blood,CD4_T,ISG15,TGFBR2,-0.556,0.010842,*,20,0.07977972922252011,0.0887376
Blood,CD4_T,ISG15,TIGIT,0.602,0.005023,**,20,0.04856409310518369,0.05453542857142857
Blood,CD4_T,ISG15,TOX,0.571,0.008489,**,20,0.06806434849749582,0.07654488135593221
Blood,CD4_T,ISG15,TOX2,0.535,0.014997,*,20,0.0974652797699594,0.10361563636363635
Blood,CD4_T,ISG15,TYROBP,0.265,0.259469,NS,20,0.5340324575744589,0.544168888304862
Blood,CD4_T,JAK1,JCHAIN,0.552,0.011706,*,20,0.0841631609281437,0.0924889900990099
Blood,CD4_T,JAK1,LAYN,0.353,0.127119,NS,20,0.36216566943496964,0.376638364640884
Blood,CD4_T,JAK1,LDHA,-0.58,0.00729,**,20,0.06150557312252964,0.069255
Blood,CD4_T,JAK1,LGALS9,-0.176,0.458099,NS,20,0.7089776757431724,0.7167901999999999
Blood,CD4_T,JAK1,LILRB1,-0.481,0.031711,*,20,0.15851069911734164,0.1611807515923567
Blood,CD4_T,JAK1,MEFV,0.524,0.017826,*,20,0.10906219299363058,0.114228912
Blood,CD4_T,JAK1,MT-CYB,0.577,0.007673,**,20,0.06375692171280277,0.0711983023255814
Blood,CD4_T,JAK1,MT-ND1,0.577,0.007673,**,20,0.06375692171280277,0.0711983023255814
Blood,CD4_T,JAK1,MT-ND2,0.328,0.158244,NS,20,0.4086785805887888,0.42353081407035176
Blood,CD4_T,JAK1,MTOR,0.63,0.002905,**,20,0.03386405036407767,0.04102991150442478
Blood,CD4_T,JAK1,MX1,0.435,0.055519,†,20,0.22297851107859532,0.22896207751937983
Blood,CD4_T,JAK1,PRDM1,-0.538,0.014335,*,20,0.09479851462994837,0.10168293333333334
Blood,CD4_T,JAK1,PYCARD,-0.334,0.150299,NS,20,0.3975484082335123,0.4100465025641025
Blood,CD4_T,JAK1,RB1,0.633,0.002734,**,20,0.03262177867327961,0.039667854545454545
Blood,CD4_T,JAK1,RORC,-0.104,0.663326,NS,20,0.8435588112633181,0.8476127269815852
Blood,CD4_T,JAK1,RPTOR,0.826,7e-06,**,20,0.00060034375,0.0013965
Blood,CD4_T,JAK1,SDHB,0.653,0.001814,**,20,0.025179735549132953,0.03216826666666667
Blood,CD4_T,JAK1,SIGLEC10,-0.044,0.852622,NS,20,0.9388811900722228,0.9386631416781294
Blood,CD4_T,JAK1,SOCS1,-0.731,0.000252,**,20,0.00671452427184466,0.010584000000000001
Blood,CD4_T,JAK1,SOCS3,-0.49,0.028211,*,20,0.1462389425256341,0.14958390697674417
Blood,CD4_T,JAK1,STAT1,0.0,1.0,NS,20,1.0,1.0
Blood,CD4_T,JAK1,STAT2,0.462,0.040458,*,20,0.18296578107344633,0.1880403488372093
Blood,CD4_T,JAK1,TAP1,-0.206,0.383533,NS,20,0.6500840359096524,0.6639031106290673
Blood,CD4_T,JAK1,TET2,0.386,0.092342,†,20,0.3032980540078619,0.31694157419354835
Blood,CD4_T,JAK1,TFAM,0.779,5.2e-05,**,20,0.002339512880562061,0.0041496
Blood,CD4_T,JAK1,TGFB1,0.077,0.747933,NS,20,0.8869469668518517,0.8861923296213807
Blood,CD4_T,JAK1,TGFBR1,-0.146,0.539466,NS,20,0.7644524102677583,0.7699616645962734
Blood,CD4_T,JAK1,TGFBR2,0.88,0.0,**,20,0.0,0.0
Blood,CD4_T,JAK1,TIGIT,-0.368,0.109964,NS,20,0.3334677827940016,0.3482193333333334
Blood,CD4_T,JAK1,TOX,-0.236,0.316294,NS,20,0.5908522008945936,0.5981104549763033
Blood,CD4_T,JAK1,TOX2,-0.438,0.053661,†,20,0.21901029764181007,0.22656866666666667
Blood,CD4_T,JAK1,TYROBP,-0.236,0.316294,NS,20,0.5908522008945936,0.5981104549763033
