tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Blood,CD4_T,JCHAIN,LAYN,0.479,0.032623,*,20,0.16105558874903675,0.164338125
Blood,CD4_T,JCHAIN,LDHA,-0.239,0.309355,NS,20,0.5847126037977174,0.5953521732851985
Blood,CD4_T,JCHAIN,LGALS9,0.058,0.809467,NS,20,0.9164704465464405,0.9221337130620985
Blood,CD4_T,JCHAIN,LILRB1,-0.176,0.458559,NS,20,0.7094609768059917,0.7168072125367286
Blood,CD4_T,JCHAIN,MEFV,0.279,0.232816,NS,20,0.5044365519107203,0.5139340746887967
Blood,CD4_T,JCHAIN,MT-CYB,0.197,0.405194,NS,20,0.6701258551997246,0.6771619099476439
Blood,CD4_T,JCHAIN,MT-ND1,0.13,0.583987,NS,20,0.7928043429439616,0.7971211812765957
Blood,CD4_T,JCHAIN,MT-ND2,-0.07,0.770296,NS,20,0.89787171039709,0.9013080175566935
Blood,CD4_T,JCHAIN,MTOR,0.376,0.102518,NS,20,0.32097022457627117,0.3373582020618556
Blood,CD4_T,JCHAIN,MX1,-0.003,0.989883,NS,20,0.996182576082971,0.9968303848580441
Blood,CD4_T,JCHAIN,PRDM1,-0.085,0.722085,NS,20,0.8732201268412438,0.8741830438729198
Blood,CD4_T,JCHAIN,PYCARD,-0.005,0.984826,NS,20,0.9948831347599769,0.9968303848580441
Blood,CD4_T,JCHAIN,RB1,0.561,0.010132,*,20,0.07648167072691553,0.08466320418848168
Blood,CD4_T,JCHAIN,RORC,-0.185,0.435261,NS,20,0.6930873593206297,0.7024029888776542
Blood,CD4_T,JCHAIN,RPTOR,0.461,0.040968,*,20,0.18452647351148616,0.1895008530259366
Blood,CD4_T,JCHAIN,SDHB,0.189,0.42385,NS,20,0.6840804063340055,0.6916815950920245
Blood,CD4_T,JCHAIN,SIGLEC10,0.18,0.446657,NS,20,0.7007535832584729,0.7079092075471699
Blood,CD4_T,JCHAIN,SOCS1,-0.264,0.261374,NS,20,0.536235961875267,0.5460116544502618
Blood,CD4_T,JCHAIN,SOCS3,-0.021,0.929267,NS,20,0.9725780566808233,0.9686417780678852
Blood,CD4_T,JCHAIN,STAT1,-0.155,0.51531,NS,20,0.7469720372745794,0.7543886089334549
Blood,CD4_T,JCHAIN,STAT2,0.409,0.073279,†,20,0.2646419892937641,0.2767192340425532
Blood,CD4_T,JCHAIN,TAP1,0.145,0.540608,NS,20,0.7655060284513894,0.7699616645962734
Blood,CD4_T,JCHAIN,TET2,0.398,0.081805,†,20,0.2829592824990998,0.29405581081081084
Blood,CD4_T,JCHAIN,TFAM,0.291,0.213359,NS,20,0.4810280188944959,0.4906642132564841
Blood,CD4_T,JCHAIN,TGFB1,-0.014,0.954497,NS,20,0.9808796984118496,0.9806464864864864
Blood,CD4_T,JCHAIN,TGFBR1,-0.382,0.096658,†,20,0.31141330417295127,0.3254560506329114
Blood,CD4_T,JCHAIN,TGFBR2,0.464,0.039488,*,20,0.1808352724672229,0.18592697947214076
Blood,CD4_T,JCHAIN,TIGIT,-0.161,0.498764,NS,20,0.7358128708339733,0.7432561568627452
Blood,CD4_T,JCHAIN,TOX,0.039,0.869023,NS,20,0.9462563539647453,0.9435070597826087
Blood,CD4_T,JCHAIN,TOX2,-0.083,0.726864,NS,20,0.8758018253888609,0.8761895347432024
Blood,CD4_T,JCHAIN,TYROBP,0.048,0.83914,NS,20,0.9320873284642032,0.9320229631688672
Blood,CD4_T,LAYN,LDHA,-0.129,0.586711,NS,20,0.7946733718816067,0.7971211812765957
Blood,CD4_T,LAYN,LGALS9,0.181,0.444366,NS,20,0.6998454849975405,0.7079092075471699
Blood,CD4_T,LAYN,LILRB1,-0.432,0.057321,†,20,0.22788508056186738,0.23320687022900763
Blood,CD4_T,LAYN,MEFV,-0.022,0.926158,NS,20,0.9709370443656208,0.9686417780678852
Blood,CD4_T,LAYN,MT-CYB,0.307,0.188149,NS,20,0.44987231447401144,0.46028102297090345
Blood,CD4_T,LAYN,MT-ND1,0.193,0.416028,NS,20,0.678466989053882,0.6848090474226803
Blood,CD4_T,LAYN,MT-ND2,0.085,0.721633,NS,20,0.8729482754864303,0.8741830438729198
Blood,CD4_T,LAYN,MTOR,0.348,0.132399,NS,20,0.3708291571657676,0.38724473454545455
Blood,CD4_T,LAYN,MX1,0.126,0.595514,NS,20,0.8012259483265649,0.8042840812182741
Blood,CD4_T,LAYN,PRDM1,-0.279,0.233475,NS,20,0.5051000253378378,0.5139670344827586
Blood,CD4_T,LAYN,PYCARD,0.159,0.50189,NS,20,0.7378305517135864,0.7472168283582089
Blood,CD4_T,LAYN,RB1,0.228,0.333847,NS,20,0.6083216083657403,0.6195579209302325
Blood,CD4_T,LAYN,RORC,-0.041,0.862519,NS,20,0.9437625314386605,0.9423993255972696
Blood,CD4_T,LAYN,RPTOR,0.144,0.545671,NS,20,0.7692167288670385,0.7713825651018601
Blood,CD4_T,LAYN,SDHB,0.269,0.250946,NS,20,0.5253133319904181,0.5358356631016042
Blood,CD4_T,LAYN,SIGLEC10,-0.102,0.667699,NS,20,0.8461390890207714,0.8500990909090909
Blood,CD4_T,LAYN,SOCS1,-0.181,0.444366,NS,20,0.6998454849975405,0.7079092075471699
Blood,CD4_T,LAYN,SOCS3,-0.39,0.089488,†,20,0.2988492638430828,0.3095929090909091
Blood,CD4_T,LAYN,STAT1,-0.071,0.764662,NS,20,0.8952356439758669,0.8973533470588235
Blood,CD4_T,LAYN,STAT2,0.401,0.079809,†,20,0.2786642491821156,0.29081087671232875
Blood,CD4_T,LAYN,TAP1,0.279,0.233475,NS,20,0.5051000253378378,0.5139670344827586
Blood,CD4_T,LAYN,TET2,0.264,0.26069,NS,20,0.5354555319148936,0.5456165504587156
Blood,CD4_T,LAYN,TFAM,0.372,0.105966,NS,20,0.3270467557018953,0.3423516923076923
Blood,CD4_T,LAYN,TGFB1,0.171,0.471696,NS,20,0.718160711364717,0.7292796567020251
Blood,CD4_T,LAYN,TGFBR1,-0.105,0.658607,NS,20,0.8411315126620139,0.8471634875100724
Blood,CD4_T,LAYN,TGFBR2,0.162,0.493748,NS,20,0.7325272644742937,0.741081
Blood,CD4_T,LAYN,TIGIT,0.331,0.154072,NS,20,0.403187888964485,0.41651549238578683
Blood,CD4_T,LAYN,TOX,0.253,0.280884,NS,20,0.5559512182155367,0.5631794773869347
Blood,CD4_T,LAYN,TOX2,0.178,0.454031,NS,20,0.705840806644572,0.7134921141732284
Blood,CD4_T,LAYN,TYROBP,-0.041,0.864997,NS,20,0.9441210042608795,0.9423993255972696
Blood,CD4_T,LDHA,LGALS9,0.042,0.860095,NS,20,0.9418733993615688,0.9415031687242799
Blood,CD4_T,LDHA,LILRB1,-0.044,0.855148,NS,20,0.9394012024245196,0.9386631416781294
Blood,CD4_T,LDHA,MEFV,-0.542,0.013519,*,20,0.09190145399858457,0.1003549953488372
Blood,CD4_T,LDHA,MT-CYB,-0.183,0.438795,NS,20,0.695740388379962,0.7037478674698795
Blood,CD4_T,LDHA,MT-ND1,-0.268,0.253892,NS,20,0.5270145015667207,0.5367041483443709
Blood,CD4_T,LDHA,MT-ND2,-0.217,0.359146,NS,20,0.62986614989958,0.6390156254180603
Blood,CD4_T,LDHA,MTOR,-0.487,0.029342,*,20,0.15023698347547973,0.15174912621359224
Blood,CD4_T,LDHA,MX1,-0.17,0.473849,NS,20,0.7201701785686042,0.7292796567020251
Blood,CD4_T,LDHA,PRDM1,0.358,0.121301,NS,20,0.3525436476550681,0.36735559013282737
Blood,CD4_T,LDHA,PYCARD,0.162,0.493913,NS,20,0.7325272644742937,0.741081
Blood,CD4_T,LDHA,RB1,-0.583,0.006923,**,20,0.059400514962036625,0.06664742168674699
Blood,CD4_T,LDHA,RORC,0.441,0.051852,†,20,0.214590429125377,0.2212721711229947
Blood,CD4_T,LDHA,RPTOR,-0.495,0.026579,*,20,0.14085770179310345,0.14678229757785466
Blood,CD4_T,LDHA,SDHB,-0.104,0.663326,NS,20,0.8435588112633181,0.8476127269815852
Blood,CD4_T,LDHA,SIGLEC10,-0.294,0.208172,NS,20,0.4739502597771984,0.4861559825581396
Blood,CD4_T,LDHA,SOCS1,0.732,0.000241,**,20,0.00656647175141243,0.010395567567567569
Blood,CD4_T,LDHA,SOCS3,0.62,0.003576,**,20,0.03874705922165821,0.045658368000000005
Blood,CD4_T,LDHA,STAT1,0.317,0.172837,NS,20,0.4295991211023418,0.4434852926045016
Blood,CD4_T,LDHA,STAT2,-0.438,0.053661,†,20,0.21901029764181007,0.22656866666666667
Blood,CD4_T,LDHA,TAP1,0.481,0.031711,*,20,0.15851069911734164,0.1611807515923567
Blood,CD4_T,LDHA,TET2,-0.402,0.079317,†,20,0.27719826941968345,0.28967947826086954
Blood,CD4_T,LDHA,TFAM,-0.478,0.03295,*,20,0.16197606192425792,0.164338125
Blood,CD4_T,LDHA,TGFB1,0.086,0.719366,NS,20,0.8715290585230497,0.8741830438729198
Blood,CD4_T,LDHA,TGFBR1,0.144,0.543701,NS,20,0.7674524329881766,0.7699616645962734
Blood,CD4_T,LDHA,TGFBR2,-0.722,0.000327,**,20,0.007992362595419846,0.011861181818181818
Blood,CD4_T,LDHA,TIGIT,0.319,0.170698,NS,20,0.4271563472710694,0.4429821268292683
Blood,CD4_T,LDHA,TOX,0.147,0.535247,NS,20,0.761168859056925,0.7682142194244606
Blood,CD4_T,LDHA,TOX2,0.205,0.38709,NS,20,0.6539206814984171,0.666446213592233
Blood,CD4_T,LDHA,TYROBP,-0.069,0.771985,NS,20,0.8979051819337651,0.9013080175566935
Blood,CD4_T,LGALS9,LILRB1,0.308,0.186056,NS,20,0.4474614191286931,0.45966776470588233
Blood,CD4_T,LGALS9,MEFV,-0.19,0.423496,NS,20,0.6840804063340055,0.6916815950920245
Blood,CD4_T,LGALS9,MT-CYB,-0.323,0.16439,NS,20,0.4180140688285904,0.4329479207920792
Blood,CD4_T,LGALS9,MT-ND1,-0.164,0.489867,NS,20,0.7308251096528695,0.7400567523629489
Blood,CD4_T,LGALS9,MT-ND2,-0.176,0.458099,NS,20,0.7089776757431724,0.7167901999999999
Blood,CD4_T,LGALS9,MTOR,0.244,0.300668,NS,20,0.57669058985623,0.5859171282051281
Blood,CD4_T,LGALS9,MX1,-0.256,0.276664,NS,20,0.5512333648620619,0.5596397262357414
Blood,CD4_T,LGALS9,PRDM1,-0.056,0.815774,NS,20,0.9192437023048501,0.9227323203401843
Blood,CD4_T,LGALS9,PYCARD,0.447,0.048373,*,20,0.2045550744001761,0.20979159782608697
Blood,CD4_T,LGALS9,RB1,0.107,0.654142,NS,20,0.8380049321152306,0.8439859595796282
Blood,CD4_T,LGALS9,RORC,-0.077,0.747933,NS,20,0.8869469668518517,0.8861923296213807
Blood,CD4_T,LGALS9,RPTOR,0.042,0.860095,NS,20,0.9418733993615688,0.9415031687242799
Blood,CD4_T,LGALS9,SDHB,0.099,0.677189,NS,20,0.8488501813258515,0.8537074597156398
Blood,CD4_T,LGALS9,SIGLEC10,0.148,0.532988,NS,20,0.7598124419709112,0.7682142194244606
Blood,CD4_T,LGALS9,SOCS1,0.063,0.791373,NS,20,0.9082732182328694,0.9093097969762419
Blood,CD4_T,LGALS9,SOCS3,-0.08,0.738374,NS,20,0.8819811548840389,0.8812675426008968
Blood,CD4_T,LGALS9,STAT1,0.383,0.095124,†,20,0.30847858946657664,0.32233100636942674
Blood,CD4_T,LGALS9,STAT2,0.463,0.039725,*,20,0.18114335983859484,0.18592697947214076
Blood,CD4_T,LGALS9,TAP1,0.553,0.01137,*,20,0.08237213709981167,0.09164909090909092
Blood,CD4_T,LGALS9,TET2,0.34,0.142637,NS,20,0.38621556124031015,0.4007898802816902
Blood,CD4_T,LGALS9,TFAM,-0.156,0.510257,NS,20,0.7437440991654021,0.751263996309963
Blood,CD4_T,LGALS9,TGFB1,0.268,0.253892,NS,20,0.5270145015667207,0.5367041483443709
Blood,CD4_T,LGALS9,TGFBR1,0.403,0.078093,†,20,0.2749211330401319,0.286520524137931
Blood,CD4_T,LGALS9,TGFBR2,-0.2,0.397873,NS,20,0.6640203460168533,0.6726751144067796
Blood,CD4_T,LGALS9,TIGIT,0.122,0.608957,NS,20,0.8091167248772392,0.8146650226320201
Blood,CD4_T,LGALS9,TOX,0.448,0.047532,*,20,0.2021109455511288,0.20727068852459016
Blood,CD4_T,LGALS9,TOX2,0.236,0.316294,NS,20,0.5908522008945936,0.5981104549763033
Blood,CD4_T,LGALS9,TYROBP,-0.003,0.98996,NS,20,0.996182576082971,0.9968303848580441
Blood,CD4_T,LILRB1,MEFV,0.143,0.547735,NS,20,0.7704884797277517,0.7717456602451839
Blood,CD4_T,LILRB1,MT-CYB,-0.614,0.004014,**,20,0.04168091626148028,0.0489033893129771
Blood,CD4_T,LILRB1,MT-ND1,-0.529,0.016394,*,20,0.10343025747126436,0.1090201
Blood,CD4_T,LILRB1,MT-ND2,-0.439,0.052751,†,20,0.21663092368533562,0.224508256
Blood,CD4_T,LILRB1,MTOR,-0.14,0.556494,NS,20,0.7760558338992848,0.7756894532751093
Blood,CD4_T,LILRB1,MX1,-0.552,0.011642,*,20,0.08376571610486891,0.09244095522388059
Blood,CD4_T,LILRB1,PRDM1,0.495,0.026579,*,20,0.14085770179310345,0.14678229757785466
Blood,CD4_T,LILRB1,PYCARD,0.547,0.01249,*,20,0.08709451542649728,0.09447412322274881
Blood,CD4_T,LILRB1,RB1,-0.038,0.874965,NS,20,0.9478953928168697,0.9454598104265403
Blood,CD4_T,LILRB1,RORC,0.02,0.934803,NS,20,0.9731387426311227,0.9725851290743156
Blood,CD4_T,LILRB1,RPTOR,-0.238,0.313131,NS,20,0.5875162468991113,0.5970813333333334
Blood,CD4_T,LILRB1,SDHB,-0.411,0.072187,†,20,0.2624994240015143,0.2756230909090909
Blood,CD4_T,LILRB1,SIGLEC10,0.489,0.028703,*,20,0.14818955468959955,0.15155152475247524
Blood,CD4_T,LILRB1,SOCS1,0.23,0.329138,NS,20,0.6028818035084375,0.6122427132867132
Blood,CD4_T,LILRB1,SOCS3,0.247,0.294552,NS,20,0.5705343947235927,0.5789470344827585
Blood,CD4_T,LILRB1,STAT1,-0.048,0.840339,NS,20,0.9320873284642032,0.9320229631688672
Blood,CD4_T,LILRB1,STAT2,0.027,0.909812,NS,20,0.9637405344067049,0.9584554138613861
Blood,CD4_T,LILRB1,TAP1,0.12,0.613418,NS,20,0.8122672455197133,0.8158459400000001
Blood,CD4_T,LILRB1,TET2,0.044,0.855148,NS,20,0.9394012024245196,0.9386631416781294
Blood,CD4_T,LILRB1,TFAM,-0.62,0.003576,**,20,0.03874705922165821,0.045658368000000005
Blood,CD4_T,LILRB1,TGFB1,-0.161,0.497974,NS,20,0.7350425289281598,0.7427724336448599
Blood,CD4_T,LILRB1,TGFBR1,0.283,0.227153,NS,20,0.4987241466285714,0.5077537647058823
Blood,CD4_T,LILRB1,TGFBR2,-0.362,0.116345,NS,20,0.34433889924510863,0.3577776878612717
Blood,CD4_T,LILRB1,TIGIT,0.164,0.489867,NS,20,0.7308251096528695,0.7400567523629489
Blood,CD4_T,LILRB1,TOX,0.388,0.090973,†,20,0.30111686819434874,0.31291575
Blood,CD4_T,LILRB1,TOX2,0.451,0.045883,*,20,0.19763639304932737,0.20341463333333334
Blood,CD4_T,LILRB1,TYROBP,0.62,0.003576,**,20,0.03874705922165821,0.045658368000000005
Blood,CD4_T,MEFV,MT-CYB,0.117,0.622364,NS,20,0.8189399293835616,0.82364584079602
Blood,CD4_T,MEFV,MT-ND1,0.198,0.402496,NS,20,0.6680216549460044,0.6769058124341413
Blood,CD4_T,MEFV,MT-ND2,-0.049,0.837657,NS,20,0.930830675227023,0.9320229631688672
Blood,CD4_T,MEFV,MTOR,0.367,0.111811,NS,20,0.3365988749608273,0.35128022834645667
Blood,CD4_T,MEFV,MX1,0.221,0.349955,NS,20,0.6243485795876672,0.6325347451868629
Blood,CD4_T,MEFV,PRDM1,-0.124,0.601613,NS,20,0.804565773964497,0.8090819140690817
Blood,CD4_T,MEFV,PYCARD,0.066,0.782104,NS,20,0.9037593951278196,0.9058330798258345
Blood,CD4_T,MEFV,RB1,0.501,0.024423,*,20,0.13428456010303377,0.14127192779783393
Blood,CD4_T,MEFV,RORC,0.026,0.914569,NS,20,0.9656739185669542,0.9624437600527356
Blood,CD4_T,MEFV,RPTOR,0.583,0.006932,**,20,0.05945118392857143,0.06664742168674699
Blood,CD4_T,MEFV,SDHB,0.255,0.278311,NS,20,0.5533098024423057,0.5620131083123426
Blood,CD4_T,MEFV,SIGLEC10,0.354,0.12529,NS,20,0.35903135292362776,0.37639099253731345
Blood,CD4_T,MEFV,SOCS1,-0.427,0.060257,†,20,0.23523617699654542,0.241028
Blood,CD4_T,MEFV,SOCS3,-0.238,0.3129,NS,20,0.5875162468991113,0.5970813333333334
Blood,CD4_T,MEFV,STAT1,-0.111,0.641042,NS,20,0.8299115750387492,0.8345049200652528
Blood,CD4_T,MEFV,STAT2,0.213,0.367603,NS,20,0.6381582463859776,0.6475655496688741
Blood,CD4_T,MEFV,TAP1,-0.381,0.09779,†,20,0.3136249371771372,0.3284809411764706
Blood,CD4_T,MEFV,TET2,0.281,0.229737,NS,20,0.5016542794953398,0.5106777660167131
Blood,CD4_T,MEFV,TFAM,0.243,0.301625,NS,20,0.5774427390525478,0.587065243902439
Blood,CD4_T,MEFV,TGFB1,-0.239,0.309653,NS,20,0.5848770271066588,0.5953521732851985
Blood,CD4_T,MEFV,TGFBR1,-0.045,0.850396,NS,20,0.9376616577754833,0.9386113526970955
Blood,CD4_T,MEFV,TGFBR2,0.496,0.026273,*,20,0.1398086638074156,0.14678229757785466
Blood,CD4_T,MEFV,TIGIT,-0.157,0.508821,NS,20,0.7431169401702903,0.751263996309963
Blood,CD4_T,MEFV,TOX,-0.31,0.183549,NS,20,0.44461193656387665,0.45836621250000004
Blood,CD4_T,MEFV,TOX2,-0.276,0.239254,NS,20,0.5111553151690391,0.5202307683923706
Blood,CD4_T,MEFV,TYROBP,0.256,0.275289,NS,20,0.5504347396960867,0.5589837709923664
Blood,CD4_T,MT-CYB,MT-ND1,0.89,0.0,**,20,0.0,0.0
Blood,CD4_T,MT-CYB,MT-ND2,0.808,1.7e-05,**,20,0.0010959295302013423,0.002261
Blood,CD4_T,MT-CYB,MTOR,0.305,0.190609,NS,20,0.4530235678584684,0.4623282127659574
Blood,CD4_T,MT-CYB,MX1,0.235,0.319476,NS,20,0.5935480189500145,0.6019878347107438
Blood,CD4_T,MT-CYB,PRDM1,-0.684,0.000877,**,20,0.015442756186984418,0.02058370588235294
Blood,CD4_T,MT-CYB,PYCARD,-0.23,0.329138,NS,20,0.6028818035084375,0.6122427132867132
Blood,CD4_T,MT-CYB,RB1,0.17,0.473849,NS,20,0.7201701785686042,0.7292796567020251
Blood,CD4_T,MT-CYB,RORC,0.002,0.99498,NS,20,0.998433176903792,0.9993631718061674
Blood,CD4_T,MT-CYB,RPTOR,0.46,0.041201,*,20,0.18480327130515994,0.1895008530259366
Blood,CD4_T,MT-CYB,SDHB,0.698,0.000625,**,20,0.012468198338525442,0.017198275862068967
Blood,CD4_T,MT-CYB,SIGLEC10,-0.354,0.126254,NS,20,0.3605270035618878,0.37639099253731345
Blood,CD4_T,MT-CYB,SOCS1,-0.674,0.001128,**,20,0.018317842772612006,0.024661479452054796
Blood,CD4_T,MT-CYB,SOCS3,-0.6,0.005163,**,20,0.0493710268790443,0.05567667567567568
Blood,CD4_T,MT-CYB,STAT1,-0.394,0.085646,†,20,0.29100553696498055,0.299761
Blood,CD4_T,MT-CYB,STAT2,0.015,0.949828,NS,20,0.979290051228409,0.9799130497737556
Blood,CD4_T,MT-CYB,TAP1,-0.344,0.137073,NS,20,0.3771568895731882,0.39276213285457806
Blood,CD4_T,MT-CYB,TET2,-0.056,0.815774,NS,20,0.9192437023048501,0.9227323203401843
Blood,CD4_T,MT-CYB,TFAM,0.603,0.004887,**,20,0.04765693248730964,0.05342227397260274
Blood,CD4_T,MT-CYB,TGFB1,-0.192,0.416206,NS,20,0.678466989053882,0.6848090474226803
Blood,CD4_T,MT-CYB,TGFBR1,-0.275,0.240283,NS,20,0.5124006176633751,0.5203414762550882
Blood,CD4_T,MT-CYB,TGFBR2,0.519,0.019088,*,20,0.11437915408608859,0.11900175000000002
Blood,CD4_T,MT-CYB,TIGIT,-0.185,0.434986,NS,20,0.6929117782752903,0.7024029888776542
Blood,CD4_T,MT-CYB,TOX,-0.463,0.039725,*,20,0.18114335983859484,0.18592697947214076
Blood,CD4_T,MT-CYB,TOX2,-0.478,0.03295,*,20,0.16197606192425792,0.164338125
Blood,CD4_T,MT-CYB,TYROBP,-0.583,0.006923,**,20,0.059400514962036625,0.06664742168674699
Blood,CD4_T,MT-ND1,MT-ND2,0.823,9e-06,**,20,0.0007234267782426779,0.0015960000000000002
Blood,CD4_T,MT-ND1,MTOR,0.453,0.045076,*,20,0.19551931271167305,0.20151623529411763
Blood,CD4_T,MT-ND1,MX1,0.379,0.099413,†,20,0.31630061990725405,0.32917665560165976
Blood,CD4_T,MT-ND1,PRDM1,-0.656,0.001698,**,20,0.024074005904059042,0.030795545454545457
Blood,CD4_T,MT-ND1,PYCARD,-0.257,0.273751,NS,20,0.5481712189682125,0.5572788214285715
Blood,CD4_T,MT-ND1,RB1,0.313,0.179364,NS,20,0.43923031281070746,0.4543888
Blood,CD4_T,MT-ND1,RORC,-0.003,0.98996,NS,20,0.996182576082971,0.9968303848580441
Blood,CD4_T,MT-ND1,RPTOR,0.546,0.012784,*,20,0.08831119165767709,0.0957899718309859
Blood,CD4_T,MT-ND1,SDHB,0.768,7.6e-05,**,20,0.003022848861283644,0.005054
Blood,CD4_T,MT-ND1,SIGLEC10,-0.209,0.376289,NS,20,0.6449441405386124,0.6573843676148795
Blood,CD4_T,MT-ND1,SOCS1,-0.666,0.001342,**,20,0.020526402866242043,0.027111797468354435
Blood,CD4_T,MT-ND1,SOCS3,-0.549,0.012202,*,20,0.0858968933675339,0.09317890909090908
Blood,CD4_T,MT-ND1,STAT1,-0.331,0.154236,NS,20,0.403187888964485,0.41651549238578683
Blood,CD4_T,MT-ND1,STAT2,0.158,0.506147,NS,20,0.7404871540159877,0.7493604935064936
Blood,CD4_T,MT-ND1,TAP1,-0.359,0.119633,NS,20,0.3497594830315021,0.36368432
Blood,CD4_T,MT-ND1,TET2,0.211,0.37297,NS,20,0.6421326617436449,0.6534139626783755
Blood,CD4_T,MT-ND1,TFAM,0.714,0.000403,**,20,0.009216705952380952,0.013684851063829788
Blood,CD4_T,MT-ND1,TGFB1,-0.275,0.240283,NS,20,0.5124006176633751,0.5203414762550882
Blood,CD4_T,MT-ND1,TGFBR1,-0.195,0.408819,NS,20,0.6727798141805105,0.6782485696465695
Blood,CD4_T,MT-ND1,TGFBR2,0.626,0.003178,**,20,0.03589215637860082,0.04262258823529412
Blood,CD4_T,MT-ND1,TIGIT,-0.304,0.192914,NS,20,0.45594405940228755,0.4650917583081571
Blood,CD4_T,MT-ND1,TOX,-0.492,0.027658,*,20,0.14463676401741973,0.14862682828282828
Blood,CD4_T,MT-ND1,TOX2,-0.54,0.014014,*,20,0.09361688630041724,0.10137849773755656
Blood,CD4_T,MT-ND1,TYROBP,-0.571,0.008489,**,20,0.06806434849749582,0.07654488135593221
Blood,CD4_T,MT-ND2,MTOR,0.244,0.300668,NS,20,0.57669058985623,0.5859171282051281
Blood,CD4_T,MT-ND2,MX1,0.326,0.160275,NS,20,0.41180192924969905,0.42562212978369385
Blood,CD4_T,MT-ND2,PRDM1,-0.737,0.000211,**,20,0.005996332840236687,0.009621600000000001
Blood,CD4_T,MT-ND2,PYCARD,-0.26,0.26798,NS,20,0.5431698438489132,0.5518659096774193
Blood,CD4_T,MT-ND2,RB1,0.029,0.904822,NS,20,0.961529784378803,0.956988675944334
Blood,CD4_T,MT-ND2,RORC,-0.092,0.700516,NS,20,0.8627227947945382,0.8665773137103021
Blood,CD4_T,MT-ND2,RPTOR,0.367,0.111535,NS,20,0.33589886894497567,0.35110426035502956
Blood,CD4_T,MT-ND2,SDHB,0.576,0.007871,**,20,0.06484124399656946,0.07261338728323699
Blood,CD4_T,MT-ND2,SIGLEC10,-0.316,0.174823,NS,20,0.4324340505466238,0.4461508370607029
Blood,CD4_T,MT-ND2,SOCS1,-0.54,0.014014,*,20,0.09361688630041724,0.10137849773755656
Blood,CD4_T,MT-ND2,SOCS3,-0.648,0.001999,**,20,0.026761525435540067,0.03394046808510638
Blood,CD4_T,MT-ND2,STAT1,-0.292,0.212026,NS,20,0.478921985420341,0.488302303030303
Blood,CD4_T,MT-ND2,STAT2,0.021,0.929799,NS,20,0.9725780566808233,0.9686417780678852
Blood,CD4_T,MT-ND2,TAP1,-0.28,0.232348,NS,20,0.5040240998193315,0.5136113684210526
Blood,CD4_T,MT-ND2,TET2,-0.09,0.705213,NS,20,0.864075957841699,0.8677871611410948
Blood,CD4_T,MT-ND2,TFAM,0.592,0.00591,**,20,0.05380900947867299,0.06164941176470589
Blood,CD4_T,MT-ND2,TGFB1,-0.087,0.714638,NS,20,0.8693035280187424,0.8726566549349656
Blood,CD4_T,MT-ND2,TGFBR1,-0.047,0.84527,NS,20,0.9349117375784444,0.9355415533980582
Blood,CD4_T,MT-ND2,TGFBR2,0.417,0.067708,†,20,0.2522048982163629,0.26165125423728813
Blood,CD4_T,MT-ND2,TIGIT,-0.218,0.355736,NS,20,0.6271491507754429,0.6372106127946128
Blood,CD4_T,MT-ND2,TOX,-0.382,0.096539,†,20,0.31138528022162526,0.3254560506329114
Blood,CD4_T,MT-ND2,TOX2,-0.409,0.073341,†,20,0.2646419892937641,0.2767192340425532
Blood,CD4_T,MT-ND2,TYROBP,-0.675,0.001089,**,20,0.017973177835051545,0.024479492957746478
Blood,CD4_T,MTOR,MX1,0.259,0.270856,NS,20,0.5451823023986592,0.554924487804878
Blood,CD4_T,MTOR,PRDM1,-0.4,0.080554,†,20,0.2800439547593196,0.2908691945701357
Blood,CD4_T,MTOR,PYCARD,0.165,0.485838,NS,20,0.7287759676739283,0.7377711208372978
Blood,CD4_T,MTOR,RB1,0.729,0.000264,**,20,0.006900277551020409,0.01080369230769231
Blood,CD4_T,MTOR,RORC,0.129,0.586853,NS,20,0.7946733718816067,0.7971211812765957
Blood,CD4_T,MTOR,RPTOR,0.723,0.000313,**,20,0.0077387940797940796,0.01161739534883721
Blood,CD4_T,MTOR,SDHB,0.609,0.004371,**,20,0.04419541105263158,0.050551565217391306
Blood,CD4_T,MTOR,SIGLEC10,0.116,0.626748,NS,20,0.8211490842083731,0.8248135894476504
Blood,CD4_T,MTOR,SOCS1,-0.603,0.004887,**,20,0.04765693248730964,0.05342227397260274
Blood,CD4_T,MTOR,SOCS3,-0.445,0.049225,*,20,0.20670196174863387,0.2129081300813008
Blood,CD4_T,MTOR,STAT1,0.057,0.81088,NS,20,0.9170433672808619,0.9227323203401843
Blood,CD4_T,MTOR,STAT2,0.887,0.0,**,20,0.0,0.0
Blood,CD4_T,MTOR,TAP1,0.183,0.438795,NS,20,0.695740388379962,0.7037478674698795
Blood,CD4_T,MTOR,TET2,0.641,0.002342,**,20,0.029522416010498688,0.03775587878787879
Blood,CD4_T,MTOR,TFAM,0.692,0.000728,**,20,0.01379251282051282,0.01844266666666667
Blood,CD4_T,MTOR,TGFB1,0.053,0.825581,NS,20,0.9240946565868438,0.9259502993675335
Blood,CD4_T,MTOR,TGFBR1,0.123,0.604509,NS,20,0.8062498194251597,0.8107532470588235
Blood,CD4_T,MTOR,TGFBR2,0.639,0.002417,**,20,0.030034273609314356,0.03781894117647059
