tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,ZEB1,B,NL→AR,NL,AR,0.062333334,0.1073226,72.19999694824219,↑,0.368227,NS,11/15,5,3,0.6665896193548387
Blood,ZEB1,B,NL→CR,NL,CR,0.062333334,0.1548987,148.5,↑,0.071924,†,14/15,5,3,0.37093801785714287
Blood,ZEB1,B,IT→IA,IT,IA,0.11699343,0.104496986,-10.699999809265137,↓,0.285714,NS,15/20,5,4,1.0
Blood,ZEB1,B,IA→AR,IA,AR,0.104496986,0.1073226,2.700000047683716,↑,1.0,NS,6/12,4,3,1.0
Blood,ZEB1,B,CR→AR,CR,AR,0.1548987,0.1073226,-30.700000762939453,↓,0.2,NS,8/9,3,3,0.5977272727272728
Blood,ZEB1,PlasmaB,NL→IT,NL,IT,0.082733884,0.11422434,38.09999847412109,↑,0.401965,NS,17/25,5,5,0.6713011626506025
Blood,ZEB1,PlasmaB,NL→IA,NL,IA,0.082733884,0.1318428,59.400001525878906,↑,0.389284,NS,14/20,5,4,0.6605270451612903
Blood,ZEB1,PlasmaB,NL→AR,NL,AR,0.082733884,0.085928194,3.900000095367432,↑,0.764228,NS,9/15,5,3,1.0
Blood,ZEB1,PlasmaB,NL→CR,NL,CR,0.082733884,0.1270069,53.5,↑,0.764228,NS,9/15,5,3,0.9934749134615385
Blood,ZEB1,PlasmaB,IT→IA,IT,IA,0.11422434,0.1318428,15.399999618530272,↑,0.730159,NS,12/20,5,4,1.0
Blood,ZEB1,PlasmaB,IA→AR,IA,AR,0.1318428,0.085928194,-34.79999923706055,↓,0.857143,NS,7/12,4,3,1.0
Blood,ZEB1,PlasmaB,CR→AR,CR,AR,0.1270069,0.085928194,-32.29999923706055,↓,0.2,NS,8/9,3,3,0.48703703703703705
Blood,ZNF683,Myeloid,NL→IT,NL,IT,0.0,0.0010405197,99999.0,↑,0.072006,†,15/25,5,5,0.19324059183673467
Blood,ZNF683,Myeloid,NL→IA,NL,IA,0.0,0.0004091174,99999.0,↑,0.371093,NS,5/20,5,4,0.564147161849711
Blood,ZNF683,Myeloid,NL→AR,NL,AR,0.0,0.0006696275,99999.0,↑,0.3017,NS,5/15,5,3,0.48992890853658533
Blood,ZNF683,Myeloid,NL→CR,NL,CR,0.0,0.001605073,99999.0,↑,0.3017,NS,5/15,5,3,0.4640181286549708
Blood,ZNF683,Myeloid,IT→IA,IT,IA,0.0010405197,0.0004091174,-60.70000076293945,↓,0.502335,NS,10/20,5,4,1.0
Blood,ZNF683,Myeloid,IA→AR,IA,AR,0.0004091174,0.0006696275,63.70000076293945,↑,0.825498,NS,4/12,4,3,1.0
Blood,ZNF683,Myeloid,CR→AR,CR,AR,0.001605073,0.0006696275,-58.29999923706055,↓,1.0,NS,3/9,3,3,1.0
Blood,ZNF683,CD4_T,NL→IT,NL,IT,0.016659327,0.044552635,167.39999389648438,↑,0.138792,NS,20/25,5,5,0.6609803666666667
Blood,ZNF683,CD4_T,NL→IA,NL,IA,0.016659327,0.022182323,33.20000076293945,↑,0.170609,NS,16/20,5,4,0.6591472105263159
Blood,ZNF683,CD4_T,NL→AR,NL,AR,0.016659327,0.015968768,-4.099999904632568,↓,0.2217,NS,3/15,5,3,0.6778350515463918
Blood,ZNF683,CD4_T,NL→CR,NL,CR,0.016659327,0.011918166,-28.5,↓,0.2217,NS,3/15,5,3,0.5572033898305084
Blood,ZNF683,CD4_T,IT→IA,IT,IA,0.044552635,0.022182323,-50.20000076293945,↓,0.190476,NS,16/20,5,4,1.0
Blood,ZNF683,CD4_T,IA→AR,IA,AR,0.022182323,0.015968768,-28.0,↓,0.228571,NS,10/12,4,3,1.0
Blood,ZNF683,CD4_T,CR→AR,CR,AR,0.011918166,0.015968768,34.0,↑,0.7,NS,6/9,3,3,0.8523148148148147
Blood,ZNF683,CD8_T,NL→IT,NL,IT,0.11004059,0.28035188,154.8000030517578,↑,0.309524,NS,18/25,5,5,0.7537482592592593
Blood,ZNF683,CD8_T,NL→IA,NL,IA,0.11004059,0.19869259,80.5999984741211,↑,0.412698,NS,14/20,5,4,0.8546423149606299
Blood,ZNF683,CD8_T,NL→AR,NL,AR,0.11004059,0.30644754,178.5,↑,0.142857,NS,13/15,5,3,0.6709176964285716
Blood,ZNF683,CD8_T,NL→CR,NL,CR,0.11004059,0.05832259,-47.0,↓,0.785714,NS,9/15,5,3,0.9656204766355141
Blood,ZNF683,CD8_T,IT→IA,IT,IA,0.28035188,0.19869259,-29.100000381469727,↓,0.730159,NS,12/20,5,4,1.0
Blood,ZNF683,CD8_T,IA→AR,IA,AR,0.19869259,0.30644754,54.20000076293945,↑,0.4,NS,9/12,4,3,1.0
Blood,ZNF683,CD8_T,CR→AR,CR,AR,0.05832259,0.30644754,425.3999938964844,↑,0.1,NS,9/9,3,3,0.3925373134328358
Blood,ZNF683,NK,NL→IT,NL,IT,0.09918936,0.43771282,341.29998779296875,↑,0.095238,†,21/25,5,5,0.41061629508196723
Blood,ZNF683,NK,NL→IA,NL,IA,0.09918936,0.3609632,263.8999938964844,↑,0.111111,NS,17/20,5,4,0.3563682073170732
Blood,ZNF683,NK,NL→AR,NL,AR,0.09918936,0.5369748,441.3999938964844,↑,0.035714,*,15/15,5,3,0.2613197222222222
Blood,ZNF683,NK,NL→CR,NL,CR,0.09918936,0.121334486,22.299999237060547,↑,0.785714,NS,9/15,5,3,0.9392853727272727
Blood,ZNF683,NK,IT→IA,IT,IA,0.43771282,0.3609632,-17.5,↓,1.0,NS,10/20,5,4,1.0
Blood,ZNF683,NK,IA→AR,IA,AR,0.3609632,0.5369748,48.79999923706055,↑,0.628571,NS,8/12,4,3,1.0
Blood,ZNF683,NK,CR→AR,CR,AR,0.121334486,0.5369748,342.6000061035156,↑,0.2,NS,8/9,3,3,0.6658227848101266
Blood,ZNF683,B,NL→IT,NL,IT,0.00027466606,0.0022264454,710.5999755859375,↑,0.157939,NS,15/25,5,5,0.46153285555555557
Blood,ZNF683,B,NL→IA,NL,IA,0.00027466606,0.002324433,746.2999877929688,↑,0.308369,NS,10/20,5,4,0.6872970084745763
Blood,ZNF683,B,NL→AR,NL,AR,0.00027466606,0.0010245962,273.0,↑,0.69627,NS,5/15,5,3,0.9435743470319635
Blood,ZNF683,B,NL→CR,NL,CR,0.00027466606,0.0010862049,295.5,↑,0.112231,NS,13/15,5,3,0.49436040789473695
Blood,ZNF683,B,IT→IA,IT,IA,0.0022264454,0.002324433,4.400000095367432,↑,1.0,NS,8/20,5,4,1.0
Blood,ZNF683,B,IA→AR,IA,AR,0.002324433,0.0010245962,-55.900001525878906,↓,0.845356,NS,5/12,4,3,1.0
Blood,ZNF683,B,CR→AR,CR,AR,0.0010862049,0.0010245962,-5.699999809265137,↓,0.657905,NS,6/9,3,3,0.9251256281407034
Blood,ZNF683,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,ZNF683,PlasmaB,NL→IA,NL,IA,0.0,0.0009380185,99999.0,↑,0.371093,NS,5/20,5,4,0.6506497266666667
Blood,ZNF683,PlasmaB,NL→AR,NL,AR,0.0,0.01553549,99999.0,↑,0.3017,NS,5/15,5,3,0.6926581120689654
Blood,ZNF683,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,ZNF683,PlasmaB,IT→IA,IT,IA,0.0,0.0009380185,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,ZNF683,PlasmaB,IA→AR,IA,AR,0.0009380185,0.01553549,1556.199951171875,↑,0.825498,NS,4/12,4,3,1.0
Blood,ZNF683,PlasmaB,CR→AR,CR,AR,0.0,0.01553549,99999.0,↑,0.504985,NS,3/9,3,3,0.8025540060240964
Blood,ACADVL,Myeloid,NL→IT,NL,IT,0.5645942091941833,0.4782033860683441,-15.300000190734863,↓,0.547619,NS,9/25,5,5,0.6761680610328638
Blood,ACADVL,Myeloid,NL→IA,NL,IA,0.5645942091941833,0.4955944716930389,-12.199999809265137,↓,0.285714,NS,5/20,5,4,0.4667253540372671
Blood,ACADVL,Myeloid,NL→AR,NL,AR,0.5645942091941833,0.4387173652648926,-22.299999237060547,↓,1.0,NS,7/15,5,3,1.0
Blood,ACADVL,Myeloid,NL→CR,NL,CR,0.5645942091941833,0.5640940070152283,-0.1000000014901161,↓,0.25,NS,3/15,5,3,0.39848484848484844
Blood,ACADVL,Myeloid,IT→IA,IT,IA,0.4782033860683441,0.4955944716930389,3.5999999046325684,↑,0.730159,NS,12/20,5,4,1.0
Blood,ACADVL,Myeloid,IA→AR,IA,AR,0.4955944716930389,0.4387173652648926,-11.5,↓,0.628571,NS,8/12,4,3,1.0
Blood,ACADVL,Myeloid,CR→AR,CR,AR,0.5640940070152283,0.4387173652648926,-22.200000762939453,↓,0.4,NS,7/9,3,3,0.8936893203883495
Blood,ACADVL,CD4_T,NL→IT,NL,IT,0.3028418123722076,0.2694592475891113,-11.0,↓,0.420635,NS,17/25,5,5,0.8844126428571429
Blood,ACADVL,CD4_T,NL→IA,NL,IA,0.3028418123722076,0.2982441484928131,-1.5,↓,1.0,NS,10/20,5,4,1.0
Blood,ACADVL,CD4_T,NL→AR,NL,AR,0.3028418123722076,0.2549246251583099,-15.800000190734863,↓,0.392857,NS,11/15,5,3,0.8071983671875
Blood,ACADVL,CD4_T,NL→CR,NL,CR,0.3028418123722076,0.2879535853862762,-4.900000095367432,↓,0.571429,NS,10/15,5,3,0.894558494047619
Blood,ACADVL,CD4_T,IT→IA,IT,IA,0.2694592475891113,0.2982441484928131,10.699999809265137,↑,0.904762,NS,11/20,5,4,1.0
Blood,ACADVL,CD4_T,IA→AR,IA,AR,0.2982441484928131,0.2549246251583099,-14.5,↓,0.628571,NS,8/12,4,3,1.0
Blood,ACADVL,CD4_T,CR→AR,CR,AR,0.2879535853862762,0.2549246251583099,-11.5,↓,0.4,NS,7/9,3,3,0.7356643356643358
Blood,ACADVL,CD8_T,NL→IT,NL,IT,0.2597385942935943,0.3043087422847748,17.200000762939453,↑,0.547619,NS,16/25,5,5,0.8890357839506171
Blood,ACADVL,CD8_T,NL→IA,NL,IA,0.2597385942935943,0.336769700050354,29.700000762939453,↑,0.412698,NS,14/20,5,4,0.8546423149606299
Blood,ACADVL,CD8_T,NL→AR,NL,AR,0.2597385942935943,0.3064728081226349,18.0,↑,0.571429,NS,10/15,5,3,0.93928641875
Blood,ACADVL,CD8_T,NL→CR,NL,CR,0.2597385942935943,0.36314657330513,39.79999923706055,↑,0.25,NS,12/15,5,3,0.5923423423423423
Blood,ACADVL,CD8_T,IT→IA,IT,IA,0.3043087422847748,0.336769700050354,10.699999809265137,↑,0.412698,NS,14/20,5,4,0.960527203539823
Blood,ACADVL,CD8_T,IA→AR,IA,AR,0.336769700050354,0.3064728081226349,-9.0,↓,0.857143,NS,7/12,4,3,1.0
Blood,ACADVL,CD8_T,CR→AR,CR,AR,0.36314657330513,0.3064728081226349,-15.600000381469728,↓,0.4,NS,7/9,3,3,0.7108108108108108
Blood,ACADVL,NK,NL→IT,NL,IT,0.3462677299976349,0.3815786242485046,10.199999809265137,↑,0.547619,NS,16/25,5,5,0.8001322055555555
Blood,ACADVL,NK,NL→IA,NL,IA,0.3462677299976349,0.3945707678794861,13.899999618530272,↑,0.555556,NS,13/20,5,4,0.7649802513089006
Blood,ACADVL,NK,NL→AR,NL,AR,0.3462677299976349,0.3781005442142486,9.199999809265137,↑,0.785714,NS,9/15,5,3,0.9392853727272727
Blood,ACADVL,NK,NL→CR,NL,CR,0.3462677299976349,0.4833996295928955,39.59999847412109,↑,0.035714,*,15/15,5,3,0.20451108695652176
Blood,ACADVL,NK,IT→IA,IT,IA,0.3815786242485046,0.3945707678794861,3.400000095367432,↑,0.730159,NS,12/20,5,4,1.0
Blood,ACADVL,NK,IA→AR,IA,AR,0.3945707678794861,0.3781005442142486,-4.199999809265137,↓,0.857143,NS,7/12,4,3,1.0
Blood,ACADVL,NK,CR→AR,CR,AR,0.4833996295928955,0.3781005442142486,-21.799999237060547,↓,0.1,NS,9/9,3,3,0.536734693877551
Blood,ACADVL,B,NL→IT,NL,IT,0.2751003503799438,0.266399085521698,-3.200000047683716,↓,0.84127,NS,14/25,5,5,0.9966396846846847
Blood,ACADVL,B,NL→IA,NL,IA,0.2751003503799438,0.2763688564300537,0.5,↑,0.730159,NS,8/20,5,4,0.9367405707317074
Blood,ACADVL,B,NL→AR,NL,AR,0.2751003503799438,0.2913694679737091,5.900000095367432,↑,1.0,NS,8/15,5,3,1.0
Blood,ACADVL,B,NL→CR,NL,CR,0.2751003503799438,0.2741748988628387,-0.3000000119209289,↓,0.785714,NS,9/15,5,3,0.9522708847926268
Blood,ACADVL,B,IT→IA,IT,IA,0.266399085521698,0.2763688564300537,3.700000047683716,↑,1.0,NS,10/20,5,4,1.0
Blood,ACADVL,B,IA→AR,IA,AR,0.2763688564300537,0.2913694679737091,5.400000095367432,↑,0.628571,NS,8/12,4,3,1.0
Blood,ACADVL,B,CR→AR,CR,AR,0.2741748988628387,0.2913694679737091,6.300000190734863,↑,1.0,NS,5/9,3,3,1.0
Blood,ACADVL,PlasmaB,NL→IT,NL,IT,0.8086351156234741,0.5907065272331238,-27.0,↓,0.015873,*,24/25,5,5,0.16698396000000004
Blood,ACADVL,PlasmaB,NL→IA,NL,IA,0.8086351156234741,0.6687145829200745,-17.299999237060547,↓,0.285714,NS,15/20,5,4,0.6059901774193549
Blood,ACADVL,PlasmaB,NL→AR,NL,AR,0.8086351156234741,0.6801679730415344,-15.899999618530272,↓,0.392857,NS,11/15,5,3,0.7433193597122303
Blood,ACADVL,PlasmaB,NL→CR,NL,CR,0.8086351156234741,0.5165016651153564,-36.09999847412109,↓,0.035714,*,15/15,5,3,0.20015978723404257
Blood,ACADVL,PlasmaB,IT→IA,IT,IA,0.5907065272331238,0.6687145829200745,13.199999809265137,↑,0.063492,†,18/20,5,4,1.0
Blood,ACADVL,PlasmaB,IA→AR,IA,AR,0.6687145829200745,0.6801679730415344,1.7000000476837158,↑,1.0,NS,6/12,4,3,1.0
Blood,ACADVL,PlasmaB,CR→AR,CR,AR,0.5165016651153564,0.6801679730415344,31.700000762939453,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,AICDA,Myeloid,NL→IT,NL,IT,0.000218622299144,0.0,-100.0,↓,0.423711,NS,5/25,5,5,0.5744123350515464
Blood,AICDA,Myeloid,NL→IA,NL,IA,0.000218622299144,0.0,-100.0,↓,0.502335,NS,4/20,5,4,0.6810005412371134
Blood,AICDA,Myeloid,NL→AR,NL,AR,0.000218622299144,0.0002542622387409,16.299999237060547,↑,1.0,NS,4/15,5,3,1.0
Blood,AICDA,Myeloid,NL→CR,NL,CR,0.000218622299144,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.7620418708133971
Blood,AICDA,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,Myeloid,IA→AR,IA,AR,0.0,0.0002542622387409,99999.0,↑,0.386476,NS,4/12,4,3,1.0
Blood,AICDA,Myeloid,CR→AR,CR,AR,0.0,0.0002542622387409,99999.0,↑,0.504985,NS,3/9,3,3,0.8936893203883495
Blood,AICDA,CD4_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,AICDA,CD4_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,CD4_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,CD4_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,CD4_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,CD4_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,AICDA,CD4_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,AICDA,CD8_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,AICDA,CD8_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,CD8_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,CD8_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,CD8_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,CD8_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,AICDA,CD8_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,AICDA,NK,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,AICDA,NK,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,NK,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,AICDA,NK,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,AICDA,NK,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,AICDA,B,NL→IT,NL,IT,0.0002512939099688,0.0106836035847663,4151.39990234375,↑,0.009701,**,25/25,5,5,0.23192216666666668
Blood,AICDA,B,NL→IA,NL,IA,0.0002512939099688,0.0162009745836257,6347.0,↑,0.015078,*,20/20,5,4,0.3630086086956522
Blood,AICDA,B,NL→AR,NL,AR,0.0002512939099688,0.020142188295722,7915.39990234375,↑,0.026179,*,15/15,5,3,0.23518775000000003
Blood,AICDA,B,NL→CR,NL,CR,0.0002512939099688,0.0025311799254268,907.2999877929688,↑,0.69627,NS,5/15,5,3,0.9522708847926268
Blood,AICDA,B,IT→IA,IT,IA,0.0106836035847663,0.0162009745836257,51.59999847412109,↑,0.285714,NS,15/20,5,4,1.0
Blood,AICDA,B,IA→AR,IA,AR,0.0162009745836257,0.020142188295722,24.299999237060547,↑,0.857143,NS,7/12,4,3,1.0
Blood,AICDA,B,CR→AR,CR,AR,0.0025311799254268,0.020142188295722,695.7999877929688,↑,0.076523,†,9/9,3,3,0.5057692307692309
Blood,AICDA,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,AICDA,PlasmaB,NL→IA,NL,IA,0.0,0.0072446768172085,99999.0,↑,0.371093,NS,5/20,5,4,0.6506497266666667
Blood,AICDA,PlasmaB,NL→AR,NL,AR,0.0,0.0010434947907924,99999.0,↑,0.3017,NS,5/15,5,3,0.6926581120689654
Blood,AICDA,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,AICDA,PlasmaB,IT→IA,IT,IA,0.0,0.0072446768172085,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,AICDA,PlasmaB,IA→AR,IA,AR,0.0072446768172085,0.0010434947907924,-85.5999984741211,↓,1.0,NS,3/12,4,3,1.0
Blood,AICDA,PlasmaB,CR→AR,CR,AR,0.0,0.0010434947907924,99999.0,↑,0.504985,NS,3/9,3,3,0.8025540060240964
Blood,AKT1,Myeloid,NL→IT,NL,IT,0.0945940986275672,0.1954299062490463,106.5999984741211,↑,0.015873,*,24/25,5,5,0.0818548823529412
Blood,AKT1,Myeloid,NL→IA,NL,IA,0.0945940986275672,0.1868469417095184,97.5,↑,0.190476,NS,16/20,5,4,0.3603970359712231
Blood,AKT1,Myeloid,NL→AR,NL,AR,0.0945940986275672,0.1793564558029174,89.5999984741211,↑,0.071429,†,14/15,5,3,0.2629434050632911
Blood,AKT1,Myeloid,NL→CR,NL,CR,0.0945940986275672,0.2048537582159042,116.5999984741211,↑,0.035714,*,15/15,5,3,0.1093896511627907
Blood,AKT1,Myeloid,IT→IA,IT,IA,0.1954299062490463,0.1868469417095184,-4.400000095367432,↓,0.904762,NS,9/20,5,4,1.0
Blood,AKT1,Myeloid,IA→AR,IA,AR,0.1868469417095184,0.1793564558029174,-4.0,↓,0.857143,NS,7/12,4,3,1.0
Blood,AKT1,Myeloid,CR→AR,CR,AR,0.2048537582159042,0.1793564558029174,-12.399999618530272,↓,0.2,NS,8/9,3,3,0.5977272727272728
Blood,AKT1,CD4_T,NL→IT,NL,IT,0.0432877391576767,0.0497004948556423,14.800000190734863,↑,0.690476,NS,15/25,5,5,0.9923234316939891
Blood,AKT1,CD4_T,NL→IA,NL,IA,0.0432877391576767,0.0703118070960044,62.400001525878906,↑,0.111111,NS,17/20,5,4,0.6087956875
Blood,AKT1,CD4_T,NL→AR,NL,AR,0.0432877391576767,0.0497398935258388,14.899999618530272,↑,0.785714,NS,9/15,5,3,0.9611292186046512
Blood,AKT1,CD4_T,NL→CR,NL,CR,0.0432877391576767,0.0497912429273128,15.0,↑,0.785714,NS,9/15,5,3,0.9350352126696834
Blood,AKT1,CD4_T,IT→IA,IT,IA,0.0497004948556423,0.0703118070960044,41.5,↑,0.285714,NS,15/20,5,4,1.0
Blood,AKT1,CD4_T,IA→AR,IA,AR,0.0703118070960044,0.0497398935258388,-29.299999237060547,↓,0.228571,NS,10/12,4,3,1.0
Blood,AKT1,CD4_T,CR→AR,CR,AR,0.0497912429273128,0.0497398935258388,-0.1000000014901161,↓,0.7,NS,6/9,3,3,0.8523148148148147
Blood,AKT1,CD8_T,NL→IT,NL,IT,0.0570160634815692,0.0728575363755226,27.799999237060547,↑,0.309524,NS,18/25,5,5,0.7537482592592593
Blood,AKT1,CD8_T,NL→IA,NL,IA,0.0570160634815692,0.0836787372827529,46.79999923706055,↑,0.111111,NS,17/20,5,4,0.5126700526315789
Blood,AKT1,CD8_T,NL→AR,NL,AR,0.0570160634815692,0.0614374428987503,7.800000190734863,↑,1.0,NS,8/15,5,3,1.0
Blood,AKT1,CD8_T,NL→CR,NL,CR,0.0570160634815692,0.0602606944739818,5.699999809265137,↑,1.0,NS,8/15,5,3,1.0
Blood,AKT1,CD8_T,IT→IA,IT,IA,0.0728575363755226,0.0836787372827529,14.899999618530272,↑,0.555556,NS,13/20,5,4,0.9740748533333334
Blood,AKT1,CD8_T,IA→AR,IA,AR,0.0836787372827529,0.0614374428987503,-26.600000381469727,↓,0.4,NS,9/12,4,3,1.0
Blood,AKT1,CD8_T,CR→AR,CR,AR,0.0602606944739818,0.0614374428987503,2.0,↑,1.0,NS,4/9,3,3,1.0
Blood,AKT1,NK,NL→IT,NL,IT,0.0870105773210525,0.1237144693732261,42.20000076293945,↑,0.222222,NS,19/25,5,5,0.5513621320754717
Blood,AKT1,NK,NL→IA,NL,IA,0.0870105773210525,0.1306627690792083,50.20000076293945,↑,0.412698,NS,14/20,5,4,0.642246
Blood,AKT1,NK,NL→AR,NL,AR,0.0870105773210525,0.0916300639510154,5.300000190734863,↑,0.571429,NS,10/15,5,3,0.8303084364640884
Blood,AKT1,NK,NL→CR,NL,CR,0.0870105773210525,0.0892127975821495,2.5,↑,0.571429,NS,10/15,5,3,0.8840342764705882
Blood,AKT1,NK,IT→IA,IT,IA,0.1237144693732261,0.1306627690792083,5.599999904632568,↑,0.904762,NS,11/20,5,4,1.0
Blood,AKT1,NK,IA→AR,IA,AR,0.1306627690792083,0.0916300639510154,-29.899999618530277,↓,0.4,NS,9/12,4,3,0.9924528301886792
Blood,AKT1,NK,CR→AR,CR,AR,0.0892127975821495,0.0916300639510154,2.700000047683716,↑,1.0,NS,5/9,3,3,1.0
Blood,AKT1,B,NL→IT,NL,IT,0.0390071049332618,0.0404709503054618,3.799999952316284,↑,0.84127,NS,14/25,5,5,0.9966396846846847
Blood,AKT1,B,NL→IA,NL,IA,0.0390071049332618,0.0524075999855995,34.400001525878906,↑,0.555556,NS,13/20,5,4,0.8375787897727274
Blood,AKT1,B,NL→AR,NL,AR,0.0390071049332618,0.0405780263245105,4.0,↑,1.0,NS,8/15,5,3,1.0
Blood,AKT1,B,NL→CR,NL,CR,0.0390071049332618,0.0409515760838985,5.0,↑,0.785714,NS,9/15,5,3,0.9522708847926268
Blood,AKT1,B,IT→IA,IT,IA,0.0404709503054618,0.0524075999855995,29.5,↑,0.555556,NS,13/20,5,4,1.0
Blood,AKT1,B,IA→AR,IA,AR,0.0524075999855995,0.0405780263245105,-22.600000381469727,↓,0.857143,NS,7/12,4,3,1.0
Blood,AKT1,B,CR→AR,CR,AR,0.0409515760838985,0.0405780263245105,-0.8999999761581421,↓,1.0,NS,4/9,3,3,1.0
Blood,AKT1,PlasmaB,NL→IT,NL,IT,0.0,0.0787756219506263,99999.0,↑,0.007495,**,25/25,5,5,0.1630453888888889
Blood,AKT1,PlasmaB,NL→IA,NL,IA,0.0,0.0901559293270111,99999.0,↑,0.0108,*,20/20,5,4,0.36300069230769233
Blood,AKT1,PlasmaB,NL→AR,NL,AR,0.0,0.0593173764646053,99999.0,↑,0.016805,*,15/15,5,3,0.5066470487804878
Blood,AKT1,PlasmaB,NL→CR,NL,CR,0.0,0.0531551353633403,99999.0,↑,0.016805,*,15/15,5,3,0.20015978723404257
Blood,AKT1,PlasmaB,IT→IA,IT,IA,0.0787756219506263,0.0901559293270111,14.399999618530272,↑,0.730159,NS,12/20,5,4,1.0
Blood,AKT1,PlasmaB,IA→AR,IA,AR,0.0901559293270111,0.0593173764646053,-34.20000076293945,↓,0.4,NS,9/12,4,3,1.0
Blood,AKT1,PlasmaB,CR→AR,CR,AR,0.0531551353633403,0.0593173764646053,11.600000381469728,↑,1.0,NS,5/9,3,3,1.0
Blood,APC,Myeloid,NL→IT,NL,IT,0.0990433245897293,0.1724552810192108,74.0999984741211,↑,0.095238,†,21/25,5,5,0.22166012389380532
Blood,APC,Myeloid,NL→IA,NL,IA,0.0990433245897293,0.1651453077793121,66.69999694824219,↑,0.190476,NS,16/20,5,4,0.3603970359712231
Blood,APC,Myeloid,NL→AR,NL,AR,0.0990433245897293,0.1725120693445205,74.19999694824219,↑,0.142857,NS,13/15,5,3,0.34469166055045874
Blood,APC,Myeloid,NL→CR,NL,CR,0.0990433245897293,0.1822548061609268,84.0,↑,0.071429,†,14/15,5,3,0.19501043298969073
Blood,APC,Myeloid,IT→IA,IT,IA,0.1724552810192108,0.1651453077793121,-4.199999809265137,↓,1.0,NS,10/20,5,4,1.0
Blood,APC,Myeloid,IA→AR,IA,AR,0.1651453077793121,0.1725120693445205,4.5,↑,1.0,NS,6/12,4,3,1.0
Blood,APC,Myeloid,CR→AR,CR,AR,0.1822548061609268,0.1725120693445205,-5.300000190734863,↓,1.0,NS,5/9,3,3,1.0
Blood,APC,CD4_T,NL→IT,NL,IT,0.1055422201752662,0.094945527613163,-10.0,↓,0.690476,NS,10/25,5,5,0.9923234316939891
Blood,APC,CD4_T,NL→IA,NL,IA,0.1055422201752662,0.1026220321655273,-2.799999952316284,↓,0.555556,NS,7/20,5,4,0.9019211604938272
Blood,APC,CD4_T,NL→AR,NL,AR,0.1055422201752662,0.0985544696450233,-6.599999904632568,↓,0.392857,NS,4/15,5,3,0.8071983671875
