tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,UQCRC1,PlasmaB,NL→CR,NL,CR,0.57087004,0.5711592,0.1000000014901161,↑,0.785714,NS,9/15,5,3,0.9934749134615385
Blood,UQCRC1,PlasmaB,IT→IA,IT,IA,0.58109146,0.5383116,-7.400000095367432,↓,0.904762,NS,11/20,5,4,1.0
Blood,UQCRC1,PlasmaB,IA→AR,IA,AR,0.5383116,0.6987069,29.799999237060547,↑,0.4,NS,9/12,4,3,1.0
Blood,UQCRC1,PlasmaB,CR→AR,CR,AR,0.5711592,0.6987069,22.299999237060547,↑,0.2,NS,8/9,3,3,0.48703703703703705
Blood,VEGFA,Myeloid,NL→IT,NL,IT,0.02984885,0.06771095,126.8000030517578,↑,0.059327,†,22/25,5,5,0.16959783695652172
Blood,VEGFA,Myeloid,NL→IA,NL,IA,0.02984885,0.15320303,413.2999877929688,↑,0.036546,*,19/20,5,4,0.16290844067796612
Blood,VEGFA,Myeloid,NL→AR,NL,AR,0.02984885,0.06568766,120.0999984741211,↑,0.133701,NS,13/15,5,3,0.34469166055045874
Blood,VEGFA,Myeloid,NL→CR,NL,CR,0.02984885,0.057202805,91.5999984741211,↑,0.133701,NS,13/15,5,3,0.3348891714285714
Blood,VEGFA,Myeloid,IT→IA,IT,IA,0.06771095,0.15320303,126.3000030517578,↑,0.285714,NS,15/20,5,4,1.0
Blood,VEGFA,Myeloid,IA→AR,IA,AR,0.15320303,0.06568766,-57.09999847412109,↓,0.4,NS,9/12,4,3,1.0
Blood,VEGFA,Myeloid,CR→AR,CR,AR,0.057202805,0.06568766,14.800000190734863,↑,1.0,NS,5/9,3,3,1.0
Blood,VEGFA,CD4_T,NL→IT,NL,IT,0.01206802,0.0,-100.0,↓,0.179712,NS,10/25,5,5,0.7271424000000001
Blood,VEGFA,CD4_T,NL→IA,NL,IA,0.01206802,0.0016906693,-86.0,↓,0.798074,NS,7/20,5,4,1.0
Blood,VEGFA,CD4_T,NL→AR,NL,AR,0.01206802,0.0,-100.0,↓,0.329114,NS,6/15,5,3,0.8071983671875
Blood,VEGFA,CD4_T,NL→CR,NL,CR,0.01206802,0.0012609974,-89.5999984741211,↓,0.873807,NS,5/15,5,3,1.0
Blood,VEGFA,CD4_T,IT→IA,IT,IA,0.0,0.0016906693,99999.0,↑,0.04162,*,15/20,5,4,1.0
Blood,VEGFA,CD4_T,IA→AR,IA,AR,0.0016906693,0.0,-100.0,↓,0.11867,NS,9/12,4,3,1.0
Blood,VEGFA,CD4_T,CR→AR,CR,AR,0.0012609974,0.0,-100.0,↓,0.196706,NS,6/9,3,3,0.6414634146341464
Blood,VEGFA,CD8_T,NL→IT,NL,IT,0.0007542266,0.0,-100.0,↓,0.179712,NS,10/25,5,5,0.7054366567164179
Blood,VEGFA,CD8_T,NL→IA,NL,IA,0.0007542266,0.0011364216,50.70000076293945,↑,0.893273,NS,8/20,5,4,1.0
Blood,VEGFA,CD8_T,NL→AR,NL,AR,0.0007542266,0.0,-100.0,↓,0.329114,NS,6/15,5,3,0.7947799307692308
Blood,VEGFA,CD8_T,NL→CR,NL,CR,0.0007542266,0.0008790878,16.600000381469727,↑,1.0,NS,6/15,5,3,1.0
Blood,VEGFA,CD8_T,IT→IA,IT,IA,0.0,0.0011364216,99999.0,↑,0.13121,NS,10/20,5,4,0.960527203539823
Blood,VEGFA,CD8_T,IA→AR,IA,AR,0.0011364216,0.0,-100.0,↓,0.270289,NS,6/12,4,3,1.0
Blood,VEGFA,CD8_T,CR→AR,CR,AR,0.0008790878,0.0,-100.0,↓,0.196706,NS,6/9,3,3,0.536734693877551
Blood,VEGFA,NK,NL→IT,NL,IT,0.007026729,0.0005186731,-92.5999984741211,↓,0.074639,†,19/25,5,5,0.41061629508196723
Blood,VEGFA,NK,NL→IA,NL,IA,0.007026729,0.0077416166,10.199999809265137,↑,0.622753,NS,7/20,5,4,0.84862196373057
Blood,VEGFA,NK,NL→AR,NL,AR,0.007026729,0.00063355267,-91.0,↓,0.177113,NS,12/15,5,3,0.5118760329670329
Blood,VEGFA,NK,NL→CR,NL,CR,0.007026729,0.00058740616,-91.5999984741211,↓,0.12663,NS,12/15,5,3,0.4526673614457832
Blood,VEGFA,NK,IT→IA,IT,IA,0.0005186731,0.0077416166,1392.5999755859375,↑,0.227249,NS,13/20,5,4,0.9521015263157895
Blood,VEGFA,NK,IA→AR,IA,AR,0.0077416166,0.00063355267,-91.8000030517578,↓,0.721277,NS,7/12,4,3,1.0
Blood,VEGFA,NK,CR→AR,CR,AR,0.00058740616,0.00063355267,7.900000095367432,↑,1.0,NS,4/9,3,3,1.0
Blood,VEGFA,B,NL→IT,NL,IT,0.0,0.0003282859,99999.0,↑,0.423711,NS,5/25,5,5,0.7097833949044586
Blood,VEGFA,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VEGFA,B,NL→AR,NL,AR,0.0,0.0008766485,99999.0,↑,0.3017,NS,5/15,5,3,0.6479704919354838
Blood,VEGFA,B,NL→CR,NL,CR,0.0,0.00065465225,99999.0,↑,0.3017,NS,5/15,5,3,0.6960271929824562
Blood,VEGFA,B,IT→IA,IT,IA,0.0003282859,0.0,-100.0,↓,0.502335,NS,4/20,5,4,1.0
Blood,VEGFA,B,IA→AR,IA,AR,0.0,0.0008766485,99999.0,↑,0.386476,NS,4/12,4,3,1.0
Blood,VEGFA,B,CR→AR,CR,AR,0.00065465225,0.0008766485,33.900001525878906,↑,1.0,NS,3/9,3,3,1.0
Blood,VEGFA,PlasmaB,NL→IT,NL,IT,0.046645552,0.0028546124,-93.9000015258789,↓,0.440686,NS,10/25,5,5,0.6898834404761904
Blood,VEGFA,PlasmaB,NL→IA,NL,IA,0.046645552,0.015457055,-66.9000015258789,↓,1.0,NS,8/20,5,4,1.0
Blood,VEGFA,PlasmaB,NL→AR,NL,AR,0.046645552,0.010896864,-76.5999984741211,↓,0.759982,NS,6/15,5,3,1.0
Blood,VEGFA,PlasmaB,NL→CR,NL,CR,0.046645552,0.013201605,-71.69999694824219,↓,1.0,NS,6/15,5,3,1.0
Blood,VEGFA,PlasmaB,IT→IA,IT,IA,0.0028546124,0.015457055,441.5,↑,0.139996,NS,14/20,5,4,1.0
Blood,VEGFA,PlasmaB,IA→AR,IA,AR,0.015457055,0.010896864,-29.5,↓,1.0,NS,6/12,4,3,1.0
Blood,VEGFA,PlasmaB,CR→AR,CR,AR,0.013201605,0.010896864,-17.5,↓,1.0,NS,5/9,3,3,1.0
Blood,VEGFB,Myeloid,NL→IT,NL,IT,0.009273727,0.01946162,109.9000015258789,↑,0.142457,NS,20/25,5,5,0.29596135820895525
Blood,VEGFB,Myeloid,NL→IA,NL,IA,0.009273727,0.019199552,107.0,↑,0.176098,NS,16/20,5,4,0.3603970359712231
Blood,VEGFB,Myeloid,NL→AR,NL,AR,0.009273727,0.020680172,123.0,↑,0.133701,NS,13/15,5,3,0.34469166055045874
Blood,VEGFB,Myeloid,NL→CR,NL,CR,0.009273727,0.021539444,132.3000030517578,↑,0.230243,NS,12/15,5,3,0.39848484848484844
Blood,VEGFB,Myeloid,IT→IA,IT,IA,0.01946162,0.019199552,-1.2999999523162842,↓,0.904762,NS,9/20,5,4,1.0
Blood,VEGFB,Myeloid,IA→AR,IA,AR,0.019199552,0.020680172,7.699999809265137,↑,0.857143,NS,7/12,4,3,1.0
Blood,VEGFB,Myeloid,CR→AR,CR,AR,0.021539444,0.020680172,-4.0,↓,1.0,NS,5/9,3,3,1.0
Blood,VEGFB,CD4_T,NL→IT,NL,IT,0.018534785,0.040382873,117.9000015258789,↑,0.093693,†,21/25,5,5,0.5566132
Blood,VEGFB,CD4_T,NL→IA,NL,IA,0.018534785,0.047609225,156.89999389648438,↑,0.712155,NS,12/20,5,4,0.9506525594059406
Blood,VEGFB,CD4_T,NL→AR,NL,AR,0.018534785,0.028811706,55.400001525878906,↑,0.548595,NS,10/15,5,3,0.9611292186046512
Blood,VEGFB,CD4_T,NL→CR,NL,CR,0.018534785,0.02752029,48.5,↑,1.0,NS,8/15,5,3,1.0
Blood,VEGFB,CD4_T,IT→IA,IT,IA,0.040382873,0.047609225,17.899999618530273,↑,0.555556,NS,7/20,5,4,1.0
Blood,VEGFB,CD4_T,IA→AR,IA,AR,0.047609225,0.028811706,-39.5,↓,1.0,NS,6/12,4,3,1.0
Blood,VEGFB,CD4_T,CR→AR,CR,AR,0.02752029,0.028811706,4.699999809265137,↑,1.0,NS,4/9,3,3,1.0
Blood,VEGFB,CD8_T,NL→IT,NL,IT,0.028270602,0.04064886,43.79999923706055,↑,0.150794,NS,20/25,5,5,0.6295051111111112
Blood,VEGFB,CD8_T,NL→IA,NL,IA,0.028270602,0.047615364,68.4000015258789,↑,1.0,NS,10/20,5,4,1.0
Blood,VEGFB,CD8_T,NL→AR,NL,AR,0.028270602,0.028038412,-0.800000011920929,↓,0.785714,NS,9/15,5,3,0.9840132476190476
Blood,VEGFB,CD8_T,NL→CR,NL,CR,0.028270602,0.024796337,-12.300000190734863,↓,0.785714,NS,9/15,5,3,0.9656204766355141
Blood,VEGFB,CD8_T,IT→IA,IT,IA,0.04064886,0.047615364,17.100000381469727,↑,0.412698,NS,6/20,5,4,0.960527203539823
Blood,VEGFB,CD8_T,IA→AR,IA,AR,0.047615364,0.028038412,-41.09999847412109,↓,1.0,NS,6/12,4,3,1.0
Blood,VEGFB,CD8_T,CR→AR,CR,AR,0.024796337,0.028038412,13.100000381469728,↑,0.7,NS,6/9,3,3,0.9113861386138613
Blood,VEGFB,NK,NL→IT,NL,IT,0.01488578,0.03757123,152.39999389648438,↑,0.007937,**,25/25,5,5,0.2982044285714286
Blood,VEGFB,NK,NL→IA,NL,IA,0.01488578,0.04120145,176.8000030517578,↑,0.015873,*,20/20,5,4,0.24836889473684215
Blood,VEGFB,NK,NL→AR,NL,AR,0.01488578,0.026313407,76.80000305175781,↑,0.392857,NS,11/15,5,3,0.6934321543624162
Blood,VEGFB,NK,NL→CR,NL,CR,0.01488578,0.027409399,84.0999984741211,↑,0.071429,†,14/15,5,3,0.3354611964285715
Blood,VEGFB,NK,IT→IA,IT,IA,0.03757123,0.04120145,9.699999809265137,↑,0.412698,NS,6/20,5,4,0.9521015263157895
Blood,VEGFB,NK,IA→AR,IA,AR,0.04120145,0.026313407,-36.09999847412109,↓,0.857143,NS,7/12,4,3,1.0
Blood,VEGFB,NK,CR→AR,CR,AR,0.027409399,0.026313407,-4.0,↓,1.0,NS,4/9,3,3,1.0
Blood,VEGFB,B,NL→IT,NL,IT,0.032849394,0.071801275,118.5999984741211,↑,0.142457,NS,20/25,5,5,0.44560474157303376
Blood,VEGFB,B,NL→IA,NL,IA,0.032849394,0.094068795,186.3999938964844,↑,0.389284,NS,14/20,5,4,0.7537470416666666
Blood,VEGFB,B,NL→AR,NL,AR,0.032849394,0.06975927,112.4000015258789,↑,0.230243,NS,12/15,5,3,0.581858407079646
Blood,VEGFB,B,NL→CR,NL,CR,0.032849394,0.061664823,87.69999694824219,↑,0.230243,NS,12/15,5,3,0.6032110091743119
Blood,VEGFB,B,IT→IA,IT,IA,0.071801275,0.094068795,31.0,↑,0.904762,NS,9/20,5,4,1.0
Blood,VEGFB,B,IA→AR,IA,AR,0.094068795,0.06975927,-25.799999237060547,↓,1.0,NS,6/12,4,3,1.0
Blood,VEGFB,B,CR→AR,CR,AR,0.061664823,0.06975927,13.100000381469728,↑,0.7,NS,6/9,3,3,0.9251256281407034
Blood,VEGFB,PlasmaB,NL→IT,NL,IT,0.03005445,0.3217086,970.4000244140624,↑,0.011159,*,25/25,5,5,0.1630453888888889
Blood,VEGFB,PlasmaB,NL→IA,NL,IA,0.03005445,0.19162817,537.5999755859375,↑,0.061689,†,18/20,5,4,0.4074245714285714
Blood,VEGFB,PlasmaB,NL→AR,NL,AR,0.03005445,0.11585138,285.5,↑,0.12663,NS,13/15,5,3,0.62618985
Blood,VEGFB,PlasmaB,NL→CR,NL,CR,0.03005445,0.197457,557.0,↑,0.032473,*,15/15,5,3,0.20015978723404257
Blood,VEGFB,PlasmaB,IT→IA,IT,IA,0.3217086,0.19162817,-40.400001525878906,↓,0.190476,NS,16/20,5,4,1.0
Blood,VEGFB,PlasmaB,IA→AR,IA,AR,0.19162817,0.11585138,-39.5,↓,0.628571,NS,8/12,4,3,1.0
Blood,VEGFB,PlasmaB,CR→AR,CR,AR,0.197457,0.11585138,-41.29999923706055,↓,0.4,NS,7/9,3,3,0.7255172413793103
Blood,VIM,Myeloid,NL→IT,NL,IT,3.5056732,3.4074063,-2.799999952316284,↓,0.690476,NS,15/25,5,5,0.8179963423423423
Blood,VIM,Myeloid,NL→IA,NL,IA,3.5056732,3.5291219,0.699999988079071,↑,1.0,NS,10/20,5,4,1.0
Blood,VIM,Myeloid,NL→AR,NL,AR,3.5056732,3.4709244,-1.0,↓,1.0,NS,8/15,5,3,1.0
Blood,VIM,Myeloid,NL→CR,NL,CR,3.5056732,3.464916,-1.2000000476837158,↓,1.0,NS,8/15,5,3,1.0
Blood,VIM,Myeloid,IT→IA,IT,IA,3.4074063,3.5291219,3.5999999046325684,↑,0.730159,NS,12/20,5,4,1.0
Blood,VIM,Myeloid,IA→AR,IA,AR,3.5291219,3.4709244,-1.600000023841858,↓,1.0,NS,6/12,4,3,1.0
Blood,VIM,Myeloid,CR→AR,CR,AR,3.464916,3.4709244,0.2000000029802322,↑,1.0,NS,5/9,3,3,1.0
Blood,VIM,CD4_T,NL→IT,NL,IT,2.7309604,2.6848123,-1.7000000476837158,↓,0.420635,NS,17/25,5,5,0.8844126428571429
Blood,VIM,CD4_T,NL→IA,NL,IA,2.7309604,2.805409,2.700000047683716,↑,1.0,NS,10/20,5,4,1.0
Blood,VIM,CD4_T,NL→AR,NL,AR,2.7309604,2.8263826,3.5,↑,1.0,NS,7/15,5,3,1.0
Blood,VIM,CD4_T,NL→CR,NL,CR,2.7309604,2.8616192,4.800000190734863,↑,0.571429,NS,10/15,5,3,0.894558494047619
Blood,VIM,CD4_T,IT→IA,IT,IA,2.6848123,2.805409,4.5,↑,0.555556,NS,13/20,5,4,1.0
Blood,VIM,CD4_T,IA→AR,IA,AR,2.805409,2.8263826,0.699999988079071,↑,0.628571,NS,8/12,4,3,1.0
Blood,VIM,CD4_T,CR→AR,CR,AR,2.8616192,2.8263826,-1.2000000476837158,↓,0.7,NS,6/9,3,3,0.8523148148148147
Blood,VIM,CD8_T,NL→IT,NL,IT,2.387881,2.5431132,6.5,↑,0.420635,NS,17/25,5,5,0.813401408759124
Blood,VIM,CD8_T,NL→IA,NL,IA,2.387881,2.5883195,8.399999618530273,↑,0.730159,NS,12/20,5,4,0.9847785487179487
Blood,VIM,CD8_T,NL→AR,NL,AR,2.387881,2.624238,9.899999618530272,↑,0.392857,NS,11/15,5,3,0.7947799307692308
Blood,VIM,CD8_T,NL→CR,NL,CR,2.387881,2.6274648,10.0,↑,0.571429,NS,10/15,5,3,0.93928641875
Blood,VIM,CD8_T,IT→IA,IT,IA,2.5431132,2.5883195,1.7999999523162842,↑,0.412698,NS,14/20,5,4,0.960527203539823
Blood,VIM,CD8_T,IA→AR,IA,AR,2.5883195,2.624238,1.399999976158142,↑,0.857143,NS,5/12,4,3,1.0
Blood,VIM,CD8_T,CR→AR,CR,AR,2.6274648,2.624238,-0.1000000014901161,↓,0.7,NS,6/9,3,3,0.9113861386138613
Blood,VIM,NK,NL→IT,NL,IT,1.5394719,1.786212,16.0,↑,0.222222,NS,19/25,5,5,0.5513621320754717
Blood,VIM,NK,NL→IA,NL,IA,1.5394719,1.774374,15.300000190734863,↑,0.412698,NS,14/20,5,4,0.642246
Blood,VIM,NK,NL→AR,NL,AR,1.5394719,2.0700307,34.5,↑,0.142857,NS,13/15,5,3,0.41745990000000005
Blood,VIM,NK,NL→CR,NL,CR,1.5394719,1.807753,17.399999618530273,↑,0.25,NS,12/15,5,3,0.6032110091743119
Blood,VIM,NK,IT→IA,IT,IA,1.786212,1.774374,-0.699999988079071,↓,0.904762,NS,11/20,5,4,1.0
Blood,VIM,NK,IA→AR,IA,AR,1.774374,2.0700307,16.700000762939453,↑,0.628571,NS,8/12,4,3,1.0
Blood,VIM,NK,CR→AR,CR,AR,1.807753,2.0700307,14.5,↑,0.4,NS,7/9,3,3,0.8092307692307693
Blood,VIM,B,NL→IT,NL,IT,1.3106658,1.6871223,28.700000762939453,↑,0.055556,†,22/25,5,5,0.29439624528301883
Blood,VIM,B,NL→IA,NL,IA,1.3106658,1.7354164,32.400001525878906,↑,0.063492,†,18/20,5,4,0.3719963478260869
Blood,VIM,B,NL→AR,NL,AR,1.3106658,2.0841649,59.0,↑,0.035714,*,15/15,5,3,0.23518775000000003
Blood,VIM,B,NL→CR,NL,CR,1.3106658,1.4373921,9.699999809265137,↑,0.785714,NS,9/15,5,3,0.9522708847926268
Blood,VIM,B,IT→IA,IT,IA,1.6871223,1.7354164,2.900000095367432,↑,0.730159,NS,12/20,5,4,1.0
Blood,VIM,B,IA→AR,IA,AR,1.7354164,2.0841649,20.100000381469727,↑,0.114286,NS,11/12,4,3,1.0
Blood,VIM,B,CR→AR,CR,AR,1.4373921,2.0841649,45.0,↑,0.1,NS,9/9,3,3,0.5057692307692309
Blood,VIM,PlasmaB,NL→IT,NL,IT,2.3050892,2.9475844,27.89999961853028,↑,0.007937,**,25/25,5,5,0.1630453888888889
Blood,VIM,PlasmaB,NL→IA,NL,IA,2.3050892,2.7646542,19.89999961853028,↑,0.285714,NS,15/20,5,4,0.6059901774193549
Blood,VIM,PlasmaB,NL→AR,NL,AR,2.3050892,3.0682087,33.099998474121094,↑,0.035714,*,15/15,5,3,0.5066470487804878
Blood,VIM,PlasmaB,NL→CR,NL,CR,2.3050892,2.757273,19.600000381469727,↑,0.035714,*,15/15,5,3,0.20015978723404257
Blood,VIM,PlasmaB,IT→IA,IT,IA,2.9475844,2.7646542,-6.199999809265137,↓,0.730159,NS,8/20,5,4,1.0
Blood,VIM,PlasmaB,IA→AR,IA,AR,2.7646542,3.0682087,11.0,↑,0.857143,NS,7/12,4,3,1.0
Blood,VIM,PlasmaB,CR→AR,CR,AR,2.757273,3.0682087,11.300000190734863,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,VTCN1,Myeloid,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,Myeloid,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,VTCN1,CD4_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,CD4_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,CD4_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,CD4_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,CD4_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,CD4_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,CD4_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,VTCN1,CD8_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,CD8_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,CD8_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,CD8_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,CD8_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,CD8_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,CD8_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,VTCN1,NK,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,NK,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,NK,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,NK,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,NK,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,VTCN1,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,VTCN1,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,VTCN1,PlasmaB,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,VTCN1,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,VTCN1,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,VTCN1,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,ZEB1,Myeloid,NL→IT,NL,IT,0.0,0.0077030673,99999.0,↑,0.007495,**,25/25,5,5,0.06523221875
Blood,ZEB1,Myeloid,NL→IA,NL,IA,0.0,0.007547039,99999.0,↑,0.0108,*,20/20,5,4,0.1189677441860465
Blood,ZEB1,Myeloid,NL→AR,NL,AR,0.0,0.008258193,99999.0,↑,0.016805,*,15/15,5,3,0.17421314814814814
Blood,ZEB1,Myeloid,NL→CR,NL,CR,0.0,0.011630886,99999.0,↑,0.016805,*,15/15,5,3,0.1093896511627907
Blood,ZEB1,Myeloid,IT→IA,IT,IA,0.0077030673,0.007547039,-2.0,↓,0.555556,NS,13/20,5,4,1.0
Blood,ZEB1,Myeloid,IA→AR,IA,AR,0.007547039,0.008258193,9.399999618530272,↑,0.628571,NS,4/12,4,3,1.0
Blood,ZEB1,Myeloid,CR→AR,CR,AR,0.011630886,0.008258193,-29.0,↓,0.7,NS,6/9,3,3,0.8936893203883495
Blood,ZEB1,CD4_T,NL→IT,NL,IT,0.10223068,0.13878836,35.79999923706055,↑,0.309524,NS,18/25,5,5,0.8753205591397849
Blood,ZEB1,CD4_T,NL→IA,NL,IA,0.10223068,0.13392264,31.0,↑,0.412698,NS,14/20,5,4,0.847965421875
Blood,ZEB1,CD4_T,NL→AR,NL,AR,0.10223068,0.13999736,36.900001525878906,↑,0.25,NS,12/15,5,3,0.6778350515463918
Blood,ZEB1,CD4_T,NL→CR,NL,CR,0.10223068,0.19929598,94.9000015258789,↑,0.071429,†,14/15,5,3,0.35444956603773586
Blood,ZEB1,CD4_T,IT→IA,IT,IA,0.13878836,0.13392264,-3.5,↓,0.904762,NS,11/20,5,4,1.0
Blood,ZEB1,CD4_T,IA→AR,IA,AR,0.13392264,0.13999736,4.5,↑,1.0,NS,6/12,4,3,1.0
Blood,ZEB1,CD4_T,CR→AR,CR,AR,0.19929598,0.13999736,-29.799999237060547,↓,0.2,NS,8/9,3,3,0.6414634146341464
Blood,ZEB1,CD8_T,NL→IT,NL,IT,0.06862453,0.11779533,71.69999694824219,↑,0.031746,*,23/25,5,5,0.43209704545454547
Blood,ZEB1,CD8_T,NL→IA,NL,IA,0.06862453,0.122112095,77.9000015258789,↑,0.190476,NS,16/20,5,4,0.6679358400000001
Blood,ZEB1,CD8_T,NL→AR,NL,AR,0.06862453,0.10132486,47.70000076293945,↑,0.392857,NS,11/15,5,3,0.7947799307692308
Blood,ZEB1,CD8_T,NL→CR,NL,CR,0.06862453,0.16916633,146.5,↑,0.035714,*,15/15,5,3,0.247566052631579
Blood,ZEB1,CD8_T,IT→IA,IT,IA,0.11779533,0.122112095,3.700000047683716,↑,1.0,NS,10/20,5,4,1.0
Blood,ZEB1,CD8_T,IA→AR,IA,AR,0.122112095,0.10132486,-17.0,↓,0.628571,NS,8/12,4,3,1.0
Blood,ZEB1,CD8_T,CR→AR,CR,AR,0.16916633,0.10132486,-40.09999847412109,↓,0.1,NS,9/9,3,3,0.3925373134328358
Blood,ZEB1,NK,NL→IT,NL,IT,0.023540905,0.048392475,105.5999984741211,↑,0.095238,†,21/25,5,5,0.41061629508196723
Blood,ZEB1,NK,NL→IA,NL,IA,0.023540905,0.06525643,177.1999969482422,↑,0.031746,*,19/20,5,4,0.25300600000000006
Blood,ZEB1,NK,NL→AR,NL,AR,0.023540905,0.047136057,100.1999969482422,↑,0.071429,†,14/15,5,3,0.37571654000000004
Blood,ZEB1,NK,NL→CR,NL,CR,0.023540905,0.08437792,258.3999938964844,↑,0.035714,*,15/15,5,3,0.20451108695652176
Blood,ZEB1,NK,IT→IA,IT,IA,0.048392475,0.06525643,34.79999923706055,↑,0.190476,NS,16/20,5,4,0.9276886666666667
Blood,ZEB1,NK,IA→AR,IA,AR,0.06525643,0.047136057,-27.799999237060547,↓,0.4,NS,9/12,4,3,0.9924528301886792
Blood,ZEB1,NK,CR→AR,CR,AR,0.08437792,0.047136057,-44.09999847412109,↓,0.1,NS,9/9,3,3,0.536734693877551
Blood,ZEB1,B,NL→IT,NL,IT,0.062333334,0.11699343,87.69999694824219,↑,0.059327,†,22/25,5,5,0.29439624528301883
Blood,ZEB1,B,NL→IA,NL,IA,0.062333334,0.104496986,67.5999984741211,↑,0.389284,NS,14/20,5,4,0.7537470416666666
