tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,CTLA4,NK,NL→AR,NL,AR,0.018474115,0.012340885,-33.20000076293945,↓,0.764228,NS,9/15,5,3,0.9377876774193549
Blood,CTLA4,NK,NL→CR,NL,CR,0.018474115,0.007284835,-60.59999847412109,↓,0.764228,NS,9/15,5,3,0.9084818124999999
Blood,CTLA4,NK,IT→IA,IT,IA,0.011745908,0.0118823815,1.2000000476837158,↑,0.555556,NS,7/20,5,4,0.9238459325842698
Blood,CTLA4,NK,IA→AR,IA,AR,0.0118823815,0.012340885,3.900000095367432,↑,0.628571,NS,8/12,4,3,1.0
Blood,CTLA4,NK,CR→AR,CR,AR,0.007284835,0.012340885,69.4000015258789,↑,0.4,NS,7/9,3,3,0.810958904109589
Blood,CTLA4,B,NL→IT,NL,IT,0.00026629222,0.00062005746,132.8000030517578,↑,0.440686,NS,10/25,5,5,0.7246836444444444
Blood,CTLA4,B,NL→IA,NL,IA,0.00026629222,0.0008482973,218.6000061035156,↑,0.466854,NS,9/20,5,4,0.8225522857142857
Blood,CTLA4,B,NL→AR,NL,AR,0.00026629222,0.0015805019,493.5,↑,0.171857,NS,10/15,5,3,0.5780644545454545
Blood,CTLA4,B,NL→CR,NL,CR,0.00026629222,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9053070303030303
Blood,CTLA4,B,IT→IA,IT,IA,0.00062005746,0.0008482973,36.79999923706055,↑,0.893273,NS,8/20,5,4,1.0
Blood,CTLA4,B,IA→AR,IA,AR,0.0008482973,0.0015805019,86.30000305175781,↑,0.58208,NS,7/12,4,3,1.0
Blood,CTLA4,B,CR→AR,CR,AR,0.0,0.0015805019,99999.0,↑,0.196706,NS,6/9,3,3,0.5920000000000001
Blood,CTLA4,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,CTLA4,PlasmaB,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,CTLA4,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CTLA4,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CTLA4,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,CTLA4,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,CTLA4,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,CXCL13,Myeloid,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,CXCL13,Myeloid,NL→IA,NL,IA,0.0,0.004768232,99999.0,↑,0.371093,NS,5/20,5,4,0.5662037525773196
Blood,CXCL13,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCL13,Myeloid,NL→CR,NL,CR,0.0,0.0002300421,99999.0,↑,0.3017,NS,5/15,5,3,0.47501702127659584
Blood,CXCL13,Myeloid,IT→IA,IT,IA,0.0,0.004768232,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,CXCL13,Myeloid,IA→AR,IA,AR,0.004768232,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,CXCL13,Myeloid,CR→AR,CR,AR,0.0002300421,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.856198347107438
Blood,CXCL13,CD4_T,NL→IT,NL,IT,0.00016019036,0.0003572297,123.0,↑,0.607236,NS,9/25,5,5,1.0
Blood,CXCL13,CD4_T,NL→IA,NL,IA,0.00016019036,0.024042984,14909.0,↑,0.308369,NS,10/20,5,4,0.7606435333333333
Blood,CXCL13,CD4_T,NL→AR,NL,AR,0.00016019036,0.001162073,625.4000244140625,↑,0.171857,NS,10/15,5,3,0.578125
Blood,CXCL13,CD4_T,NL→CR,NL,CR,0.00016019036,0.00048881135,205.1000061035156,↑,0.305507,NS,9/15,5,3,0.5796799487179487
Blood,CXCL13,CD4_T,IT→IA,IT,IA,0.0003572297,0.024042984,6630.39990234375,↑,0.687322,NS,9/20,5,4,1.0
Blood,CXCL13,CD4_T,IA→AR,IA,AR,0.024042984,0.001162073,-95.1999969482422,↓,0.854445,NS,4/12,4,3,1.0
Blood,CXCL13,CD4_T,CR→AR,CR,AR,0.00048881135,0.001162073,137.6999969482422,↑,0.506555,NS,6/9,3,3,0.8617257471264368
Blood,CXCL13,CD8_T,NL→IT,NL,IT,0.0003232813,0.0,-100.0,↓,0.423711,NS,5/25,5,5,0.8039644615384617
Blood,CXCL13,CD8_T,NL→IA,NL,IA,0.0003232813,0.09365066,28868.80078125,↑,0.866815,NS,5/20,5,4,1.0
Blood,CXCL13,CD8_T,NL→AR,NL,AR,0.0003232813,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9534616595744682
Blood,CXCL13,CD8_T,NL→CR,NL,CR,0.0003232813,0.0003999715,23.700000762939453,↑,1.0,NS,4/15,5,3,1.0
Blood,CXCL13,CD8_T,IT→IA,IT,IA,0.0,0.09365066,99999.0,↑,0.371093,NS,5/20,5,4,0.8982250588235294
Blood,CXCL13,CD8_T,IA→AR,IA,AR,0.09365066,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,CXCL13,CD8_T,CR→AR,CR,AR,0.0003999715,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.8304197777777778
Blood,CXCL13,NK,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,CXCL13,NK,NL→IA,NL,IA,0.0,0.0058023753,99999.0,↑,0.13121,NS,10/20,5,4,0.3596125925925926
Blood,CXCL13,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCL13,NK,NL→CR,NL,CR,0.0,0.0011835815,99999.0,↑,0.078983,†,10/15,5,3,0.307618
Blood,CXCL13,NK,IT→IA,IT,IA,0.0,0.0058023753,99999.0,↑,0.13121,NS,10/20,5,4,0.836702794520548
Blood,CXCL13,NK,IA→AR,IA,AR,0.0058023753,0.0,-100.0,↓,0.270289,NS,6/12,4,3,0.9107692307692308
Blood,CXCL13,NK,CR→AR,CR,AR,0.0011835815,0.0,-100.0,↓,0.196706,NS,6/9,3,3,0.7219512195121952
Blood,CXCL13,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,CXCL13,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,CXCL13,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCL13,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCL13,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,CXCL13,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,CXCL13,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,CXCL13,PlasmaB,NL→IT,NL,IT,0.0,0.014027511,99999.0,↑,0.423711,NS,5/25,5,5,0.720795724137931
Blood,CXCL13,PlasmaB,NL→IA,NL,IA,0.0,0.0071278797,99999.0,↑,0.371093,NS,5/20,5,4,0.6461384
Blood,CXCL13,PlasmaB,NL→AR,NL,AR,0.0,0.0033547683,99999.0,↑,0.3017,NS,5/15,5,3,0.7176989841269841
Blood,CXCL13,PlasmaB,NL→CR,NL,CR,0.0,0.01682037,99999.0,↑,0.078983,†,10/15,5,3,0.27832104761904763
Blood,CXCL13,PlasmaB,IT→IA,IT,IA,0.014027511,0.0071278797,-49.20000076293945,↓,1.0,NS,4/20,5,4,1.0
Blood,CXCL13,PlasmaB,IA→AR,IA,AR,0.0071278797,0.0033547683,-52.900001525878906,↓,1.0,NS,3/12,4,3,1.0
Blood,CXCL13,PlasmaB,CR→AR,CR,AR,0.01682037,0.0033547683,-80.0999984741211,↓,0.353679,NS,6/9,3,3,0.74
Blood,CXCR6,Myeloid,NL→IT,NL,IT,0.0008563188,0.0005254893,-38.59999847412109,↓,0.79717,NS,5/25,5,5,0.9504424427480916
Blood,CXCR6,Myeloid,NL→IA,NL,IA,0.0008563188,0.00039190415,-54.20000076293945,↓,1.0,NS,4/20,5,4,1.0
Blood,CXCR6,Myeloid,NL→AR,NL,AR,0.0008563188,0.0006596406,-23.0,↓,1.0,NS,3/15,5,3,1.0
Blood,CXCR6,Myeloid,NL→CR,NL,CR,0.0008563188,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.772632724137931
Blood,CXCR6,Myeloid,IT→IA,IT,IA,0.0005254893,0.00039190415,-25.39999961853028,↓,1.0,NS,6/20,5,4,1.0
Blood,CXCR6,Myeloid,IA→AR,IA,AR,0.00039190415,0.0006596406,68.30000305175781,↑,0.825498,NS,4/12,4,3,1.0
Blood,CXCR6,Myeloid,CR→AR,CR,AR,0.0,0.0006596406,99999.0,↑,0.504985,NS,3/9,3,3,0.856198347107438
Blood,CXCR6,CD4_T,NL→IT,NL,IT,0.07632907,0.038916476,-49.0,↓,1.0,NS,12/25,5,5,1.0
Blood,CXCR6,CD4_T,NL→IA,NL,IA,0.07632907,0.20091197,163.1999969482422,↑,0.538594,NS,13/20,5,4,0.8747051914893619
Blood,CXCR6,CD4_T,NL→AR,NL,AR,0.07632907,0.03602324,-52.79999923706055,↓,1.0,NS,8/15,5,3,1.0
Blood,CXCR6,CD4_T,NL→CR,NL,CR,0.07632907,0.014232094,-81.4000015258789,↓,0.764228,NS,9/15,5,3,0.9084818124999999
Blood,CXCR6,CD4_T,IT→IA,IT,IA,0.038916476,0.20091197,416.2999877929688,↑,0.412698,NS,14/20,5,4,1.0
Blood,CXCR6,CD4_T,IA→AR,IA,AR,0.20091197,0.03602324,-82.0999984741211,↓,0.4,NS,9/12,4,3,1.0
Blood,CXCR6,CD4_T,CR→AR,CR,AR,0.014232094,0.03602324,153.10000610351562,↑,0.4,NS,7/9,3,3,0.6964705882352942
Blood,CXCR6,CD8_T,NL→IT,NL,IT,0.12893537,0.045671742,-64.5999984741211,↓,0.309524,NS,18/25,5,5,0.7157742500000001
Blood,CXCR6,CD8_T,NL→IA,NL,IA,0.12893537,0.39826828,208.8999938964844,↑,0.904762,NS,11/20,5,4,1.0
Blood,CXCR6,CD8_T,NL→AR,NL,AR,0.12893537,0.054255407,-57.900001525878906,↓,0.571429,NS,10/15,5,3,0.919255347826087
Blood,CXCR6,CD8_T,NL→CR,NL,CR,0.12893537,0.03534746,-72.5999984741211,↓,0.25,NS,12/15,5,3,0.536231884057971
Blood,CXCR6,CD8_T,IT→IA,IT,IA,0.045671742,0.39826828,772.0,↑,0.412698,NS,14/20,5,4,0.8982250588235294
Blood,CXCR6,CD8_T,IA→AR,IA,AR,0.39826828,0.054255407,-86.4000015258789,↓,0.628571,NS,8/12,4,3,1.0
Blood,CXCR6,CD8_T,CR→AR,CR,AR,0.03534746,0.054255407,53.5,↑,0.2,NS,8/9,3,3,0.49333333333333335
Blood,CXCR6,NK,NL→IT,NL,IT,0.02365232,0.03313042,40.09999847412109,↑,1.0,NS,12/25,5,5,1.0
Blood,CXCR6,NK,NL→IA,NL,IA,0.02365232,0.24794883,948.2999877929688,↑,0.063492,†,18/20,5,4,0.253968
Blood,CXCR6,NK,NL→AR,NL,AR,0.02365232,0.041986227,77.5,↑,0.785714,NS,9/15,5,3,0.9377876774193549
Blood,CXCR6,NK,NL→CR,NL,CR,0.02365232,0.024382457,3.0999999046325684,↑,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,CXCR6,NK,IT→IA,IT,IA,0.03313042,0.24794883,648.4000244140625,↑,0.190476,NS,16/20,5,4,0.836702794520548
Blood,CXCR6,NK,IA→AR,IA,AR,0.24794883,0.041986227,-83.0999984741211,↓,0.4,NS,9/12,4,3,0.9107692307692308
Blood,CXCR6,NK,CR→AR,CR,AR,0.024382457,0.041986227,72.19999694824219,↑,0.7,NS,6/9,3,3,0.9168141592920354
Blood,CXCR6,B,NL→IT,NL,IT,0.00023486538,0.0005642505,140.1999969482422,↑,1.0,NS,5/25,5,5,1.0
Blood,CXCR6,B,NL→IA,NL,IA,0.00023486538,0.003009438,1181.300048828125,↑,0.466854,NS,9/20,5,4,0.8225522857142857
Blood,CXCR6,B,NL→AR,NL,AR,0.00023486538,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9534616595744682
Blood,CXCR6,B,NL→CR,NL,CR,0.00023486538,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9053070303030303
Blood,CXCR6,B,IT→IA,IT,IA,0.0005642505,0.003009438,433.3999938964844,↑,0.466854,NS,9/20,5,4,1.0
Blood,CXCR6,B,IA→AR,IA,AR,0.003009438,0.0,-100.0,↓,0.270289,NS,6/12,4,3,1.0
Blood,CXCR6,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,CXCR6,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,CXCR6,PlasmaB,NL→IA,NL,IA,0.0,0.0109426975,99999.0,↑,0.13121,NS,10/20,5,4,0.52484
Blood,CXCR6,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCR6,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,CXCR6,PlasmaB,IT→IA,IT,IA,0.0,0.0109426975,99999.0,↑,0.13121,NS,10/20,5,4,1.0
Blood,CXCR6,PlasmaB,IA→AR,IA,AR,0.0109426975,0.0,-100.0,↓,0.270289,NS,6/12,4,3,1.0
Blood,CXCR6,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,DNMT1,Myeloid,NL→IT,NL,IT,0.111251034,0.2934986,163.8000030517578,↑,0.007937,**,25/25,5,5,0.07831173333333333
Blood,DNMT1,Myeloid,NL→IA,NL,IA,0.111251034,0.31123137,179.8000030517578,↑,0.015873,*,20/20,5,4,0.1439374
Blood,DNMT1,Myeloid,NL→AR,NL,AR,0.111251034,0.30670014,175.6999969482422,↑,0.035714,*,15/15,5,3,0.18907000000000002
Blood,DNMT1,Myeloid,NL→CR,NL,CR,0.111251034,0.24258691,118.0999984741211,↑,0.035714,*,15/15,5,3,0.12031727272727273
Blood,DNMT1,Myeloid,IT→IA,IT,IA,0.2934986,0.31123137,6.0,↑,0.904762,NS,11/20,5,4,1.0
Blood,DNMT1,Myeloid,IA→AR,IA,AR,0.31123137,0.30670014,-1.5,↓,0.857143,NS,5/12,4,3,1.0
Blood,DNMT1,Myeloid,CR→AR,CR,AR,0.24258691,0.30670014,26.39999961853028,↑,0.4,NS,7/9,3,3,0.856198347107438
Blood,DNMT1,CD4_T,NL→IT,NL,IT,0.29560035,0.4197709,42.0,↑,0.055556,†,22/25,5,5,0.39153752380952384
Blood,DNMT1,CD4_T,NL→IA,NL,IA,0.29560035,0.41913956,41.79999923706055,↑,0.111111,NS,17/20,5,4,0.5304654193548387
Blood,DNMT1,CD4_T,NL→AR,NL,AR,0.29560035,0.4298906,45.400001525878906,↑,0.035714,*,15/15,5,3,0.29364844444444443
Blood,DNMT1,CD4_T,NL→CR,NL,CR,0.29560035,0.3292738,11.399999618530272,↑,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,DNMT1,CD4_T,IT→IA,IT,IA,0.4197709,0.41913956,-0.2000000029802322,↓,1.0,NS,10/20,5,4,1.0
Blood,DNMT1,CD4_T,IA→AR,IA,AR,0.41913956,0.4298906,2.5999999046325684,↑,1.0,NS,6/12,4,3,1.0
Blood,DNMT1,CD4_T,CR→AR,CR,AR,0.3292738,0.4298906,30.600000381469727,↑,0.4,NS,7/9,3,3,0.6964705882352942
Blood,DNMT1,CD8_T,NL→IT,NL,IT,0.29958537,0.4058926,35.5,↑,0.055556,†,22/25,5,5,0.432752
Blood,DNMT1,CD8_T,NL→IA,NL,IA,0.29958537,0.38759524,29.39999961853028,↑,0.412698,NS,14/20,5,4,0.9116314029850747
Blood,DNMT1,CD8_T,NL→AR,NL,AR,0.29958537,0.41108632,37.20000076293945,↑,0.035714,*,15/15,5,3,0.3303545
Blood,DNMT1,CD8_T,NL→CR,NL,CR,0.29958537,0.30064204,0.4000000059604645,↑,1.0,NS,7/15,5,3,1.0
Blood,DNMT1,CD8_T,IT→IA,IT,IA,0.4058926,0.38759524,-4.5,↓,1.0,NS,10/20,5,4,1.0
Blood,DNMT1,CD8_T,IA→AR,IA,AR,0.38759524,0.41108632,6.099999904632568,↑,1.0,NS,6/12,4,3,1.0
Blood,DNMT1,CD8_T,CR→AR,CR,AR,0.30064204,0.41108632,36.70000076293945,↑,0.4,NS,7/9,3,3,0.6804597701149426
Blood,DNMT1,NK,NL→IT,NL,IT,0.2511509,0.41263407,64.30000305175781,↑,0.031746,*,23/25,5,5,0.29365050000000004
Blood,DNMT1,NK,NL→IA,NL,IA,0.2511509,0.43820006,74.5,↑,0.031746,*,19/20,5,4,0.195767
Blood,DNMT1,NK,NL→AR,NL,AR,0.2511509,0.41967192,67.0999984741211,↑,0.035714,*,15/15,5,3,0.2520933333333334
Blood,DNMT1,NK,NL→CR,NL,CR,0.2511509,0.2938629,17.0,↑,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,DNMT1,NK,IT→IA,IT,IA,0.41263407,0.43820006,6.199999809265137,↑,0.730159,NS,12/20,5,4,0.9823957454545456
Blood,DNMT1,NK,IA→AR,IA,AR,0.43820006,0.41967192,-4.199999809265137,↓,0.857143,NS,7/12,4,3,1.0
Blood,DNMT1,NK,CR→AR,CR,AR,0.2938629,0.41967192,42.79999923706055,↑,0.7,NS,6/9,3,3,0.9168141592920354
Blood,DNMT1,B,NL→IT,NL,IT,0.13914123,0.14634795,5.199999809265137,↑,0.690476,NS,15/25,5,5,0.8886125913043479
Blood,DNMT1,B,NL→IA,NL,IA,0.13914123,0.145219,4.400000095367432,↑,1.0,NS,10/20,5,4,1.0
Blood,DNMT1,B,NL→AR,NL,AR,0.13914123,0.17033838,22.39999961853028,↑,0.392857,NS,11/15,5,3,0.7267854499999999
Blood,DNMT1,B,NL→CR,NL,CR,0.13914123,0.100233264,-28.0,↓,0.25,NS,12/15,5,3,0.5692307692307692
Blood,DNMT1,B,IT→IA,IT,IA,0.14634795,0.145219,-0.800000011920929,↓,1.0,NS,10/20,5,4,1.0
Blood,DNMT1,B,IA→AR,IA,AR,0.145219,0.17033838,17.299999237060547,↑,0.4,NS,9/12,4,3,1.0
Blood,DNMT1,B,CR→AR,CR,AR,0.100233264,0.17033838,69.9000015258789,↑,0.2,NS,8/9,3,3,0.5920000000000001
Blood,DNMT1,PlasmaB,NL→IT,NL,IT,0.24449007,0.27118593,10.899999618530272,↑,0.547619,NS,16/25,5,5,0.8024516039603959
Blood,DNMT1,PlasmaB,NL→IA,NL,IA,0.24449007,0.252273,3.200000047683716,↑,0.730159,NS,12/20,5,4,0.9315821724137932
Blood,DNMT1,PlasmaB,NL→AR,NL,AR,0.24449007,0.20965497,-14.199999809265137,↓,0.785714,NS,6/15,5,3,1.0
Blood,DNMT1,PlasmaB,NL→CR,NL,CR,0.24449007,0.19336021,-20.89999961853028,↓,1.0,NS,8/15,5,3,1.0
Blood,DNMT1,PlasmaB,IT→IA,IT,IA,0.27118593,0.252273,-7.0,↓,0.730159,NS,8/20,5,4,1.0
Blood,DNMT1,PlasmaB,IA→AR,IA,AR,0.252273,0.20965497,-16.899999618530273,↓,0.857143,NS,7/12,4,3,1.0
Blood,DNMT1,PlasmaB,CR→AR,CR,AR,0.19336021,0.20965497,8.399999618530273,↑,1.0,NS,5/9,3,3,1.0
Blood,DNMT3A,Myeloid,NL→IT,NL,IT,0.012209622,0.05473544,348.29998779296875,↑,0.011925,*,25/25,5,5,0.08824499999999999
Blood,DNMT3A,Myeloid,NL→IA,NL,IA,0.012209622,0.0495894,306.20001220703125,↑,0.019451,*,20/20,5,4,0.1439374
Blood,DNMT3A,Myeloid,NL→AR,NL,AR,0.012209622,0.04994184,309.0,↑,0.03577,*,15/15,5,3,0.18907000000000002
Blood,DNMT3A,Myeloid,NL→CR,NL,CR,0.012209622,0.054891516,349.6000061035156,↑,0.03577,*,15/15,5,3,0.12031727272727273
Blood,DNMT3A,Myeloid,IT→IA,IT,IA,0.05473544,0.0495894,-9.399999618530272,↓,0.904762,NS,11/20,5,4,1.0
Blood,DNMT3A,Myeloid,IA→AR,IA,AR,0.0495894,0.04994184,0.699999988079071,↑,0.857143,NS,5/12,4,3,1.0
Blood,DNMT3A,Myeloid,CR→AR,CR,AR,0.054891516,0.04994184,-9.0,↓,0.7,NS,6/9,3,3,0.856198347107438
Blood,DNMT3A,CD4_T,NL→IT,NL,IT,0.04807196,0.11212049,133.1999969482422,↑,0.007937,**,25/25,5,5,0.1957793333333333
Blood,DNMT3A,CD4_T,NL→IA,NL,IA,0.04807196,0.10404165,116.4000015258789,↑,0.190476,NS,16/20,5,4,0.56380896
Blood,DNMT3A,CD4_T,NL→AR,NL,AR,0.04807196,0.11878649,147.10000610351562,↑,0.035714,*,15/15,5,3,0.29364844444444443
Blood,DNMT3A,CD4_T,NL→CR,NL,CR,0.04807196,0.10272831,113.6999969482422,↑,0.035714,*,15/15,5,3,0.18226455172413794
Blood,DNMT3A,CD4_T,IT→IA,IT,IA,0.11212049,0.10404165,-7.199999809265137,↓,0.904762,NS,11/20,5,4,1.0
Blood,DNMT3A,CD4_T,IA→AR,IA,AR,0.10404165,0.11878649,14.199999809265137,↑,0.628571,NS,8/12,4,3,1.0
Blood,DNMT3A,CD4_T,CR→AR,CR,AR,0.10272831,0.11878649,15.600000381469728,↑,0.2,NS,8/9,3,3,0.5803921568627451
Blood,DNMT3A,CD8_T,NL→IT,NL,IT,0.06116613,0.11642166,90.3000030517578,↑,0.015873,*,24/25,5,5,0.2610226666666667
Blood,DNMT3A,CD8_T,NL→IA,NL,IA,0.06116613,0.11584221,89.4000015258789,↑,0.063492,†,18/20,5,4,0.4085572173913044
Blood,DNMT3A,CD8_T,NL→AR,NL,AR,0.06116613,0.103993036,70.0,↑,0.071429,†,14/15,5,3,0.42579008
Blood,DNMT3A,CD8_T,NL→CR,NL,CR,0.06116613,0.113994025,86.4000015258789,↑,0.071429,†,14/15,5,3,0.3326485
Blood,DNMT3A,CD8_T,IT→IA,IT,IA,0.11642166,0.11584221,-0.5,↓,0.904762,NS,11/20,5,4,1.0
Blood,DNMT3A,CD8_T,IA→AR,IA,AR,0.11584221,0.103993036,-10.199999809265137,↓,0.857143,NS,5/12,4,3,1.0
Blood,DNMT3A,CD8_T,CR→AR,CR,AR,0.113994025,0.103993036,-8.800000190734863,↓,1.0,NS,5/9,3,3,1.0
Blood,DNMT3A,NK,NL→IT,NL,IT,0.038124084,0.056551117,48.29999923706055,↑,0.309524,NS,18/25,5,5,0.6107940266666667
Blood,DNMT3A,NK,NL→IA,NL,IA,0.038124084,0.08151315,113.8000030517578,↑,0.031746,*,19/20,5,4,0.195767
Blood,DNMT3A,NK,NL→AR,NL,AR,0.038124084,0.06512991,70.80000305175781,↑,0.142857,NS,13/15,5,3,0.39153400000000005
Blood,DNMT3A,NK,NL→CR,NL,CR,0.038124084,0.07695483,101.9000015258789,↑,0.035714,*,15/15,5,3,0.18255034482758623
Blood,DNMT3A,NK,IT→IA,IT,IA,0.056551117,0.08151315,44.09999847412109,↑,0.111111,NS,17/20,5,4,0.836702794520548
Blood,DNMT3A,NK,IA→AR,IA,AR,0.08151315,0.06512991,-20.100000381469727,↓,0.628571,NS,8/12,4,3,1.0
Blood,DNMT3A,NK,CR→AR,CR,AR,0.07695483,0.06512991,-15.399999618530272,↓,0.2,NS,8/9,3,3,0.7219512195121952
Blood,DNMT3A,B,NL→IT,NL,IT,0.017139334,0.052149195,204.3000030517578,↑,0.059327,†,22/25,5,5,0.3135855714285714
Blood,DNMT3A,B,NL→IA,NL,IA,0.017139334,0.044572953,160.10000610351562,↑,0.065064,†,18/20,5,4,0.38517888
Blood,DNMT3A,B,NL→AR,NL,AR,0.017139334,0.052114457,204.1000061035156,↑,0.03577,*,15/15,5,3,0.264698
Blood,DNMT3A,B,NL→CR,NL,CR,0.017139334,0.045512278,165.5,↑,0.03577,*,15/15,5,3,0.2117584
Blood,DNMT3A,B,IT→IA,IT,IA,0.052149195,0.044572953,-14.5,↓,0.555556,NS,13/20,5,4,1.0
Blood,DNMT3A,B,IA→AR,IA,AR,0.044572953,0.052114457,16.899999618530273,↑,0.857143,NS,7/12,4,3,1.0
Blood,DNMT3A,B,CR→AR,CR,AR,0.045512278,0.052114457,14.5,↑,0.4,NS,7/9,3,3,0.7893333333333333
Blood,DNMT3A,PlasmaB,NL→IT,NL,IT,0.013329053,0.05185684,289.1000061035156,↑,0.105998,NS,19/25,5,5,0.4614030588235294
Blood,DNMT3A,PlasmaB,NL→IA,NL,IA,0.013329053,0.04773512,258.1000061035156,↑,0.170609,NS,16/20,5,4,0.5527538823529412
Blood,DNMT3A,PlasmaB,NL→AR,NL,AR,0.013329053,0.022178382,66.4000015258789,↑,0.359397,NS,11/15,5,3,0.785714
Blood,DNMT3A,PlasmaB,NL→CR,NL,CR,0.013329053,0.09499208,612.7000122070312,↑,0.032473,*,15/15,5,3,0.24063454545454546
Blood,DNMT3A,PlasmaB,IT→IA,IT,IA,0.05185684,0.04773512,-7.900000095367432,↓,0.904762,NS,11/20,5,4,1.0
Blood,DNMT3A,PlasmaB,IA→AR,IA,AR,0.04773512,0.022178382,-53.5,↓,0.857143,NS,7/12,4,3,1.0
Blood,DNMT3A,PlasmaB,CR→AR,CR,AR,0.09499208,0.022178382,-76.69999694824219,↓,0.1,NS,9/9,3,3,0.3288888888888889
Blood,DNMT3B,Myeloid,NL→IT,NL,IT,0.0002879108,0.003507787,1118.4000244140625,↑,0.044909,*,20/25,5,5,0.19548623529411763
Blood,DNMT3B,Myeloid,NL→IA,NL,IA,0.0002879108,0.0019370469,572.7999877929688,↑,0.081136,†,15/20,5,4,0.29288117073170733
Blood,DNMT3B,Myeloid,NL→AR,NL,AR,0.0002879108,0.0007527733,161.5,↑,0.305507,NS,9/15,5,3,0.5257562325581395
Blood,DNMT3B,Myeloid,NL→CR,NL,CR,0.0002879108,0.0021977944,663.4000244140625,↑,0.056664,†,14/15,5,3,0.17843131914893617
Blood,DNMT3B,Myeloid,IT→IA,IT,IA,0.003507787,0.0019370469,-44.79999923706055,↓,0.218742,NS,15/20,5,4,1.0
Blood,DNMT3B,Myeloid,IA→AR,IA,AR,0.0019370469,0.0007527733,-61.09999847412109,↓,0.284503,NS,9/12,4,3,1.0
Blood,DNMT3B,Myeloid,CR→AR,CR,AR,0.0021977944,0.0007527733,-65.69999694824219,↓,0.2,NS,8/9,3,3,0.6166666666666667
Blood,DNMT3B,CD4_T,NL→IT,NL,IT,0.0,0.0011677968,99999.0,↑,0.072006,†,15/25,5,5,0.4698408
Blood,DNMT3B,CD4_T,NL→IA,NL,IA,0.0,0.0009570207,99999.0,↑,0.04162,*,15/20,5,4,0.38498499999999997
Blood,DNMT3B,CD4_T,NL→AR,NL,AR,0.0,0.0010102217,99999.0,↑,0.016805,*,15/15,5,3,0.29364844444444443
