tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,Myeloid,treg,NL→IA,NL,IA,0.0,0.000619,99999.0,↑,0.185877,NS,8/16,4,4
Blood,Myeloid,treg,NL→AR,NL,AR,0.0,4e-06,99999.0,↑,0.386476,NS,4/12,4,3
Blood,Myeloid,treg,NL→CR,NL,CR,0.0,0.000117,99999.0,↑,0.386476,NS,4/12,4,3
Blood,Myeloid,treg,IT→IA,IT,IA,0.000625,0.000619,-1.0,↓,0.898212,NS,9/20,5,4
Blood,Myeloid,treg,IA→AR,IA,AR,0.000619,4e-06,-99.3,↓,0.558452,NS,6/12,4,3
Blood,Myeloid,treg,CR→AR,CR,AR,0.000117,4e-06,-96.2,↓,1.0,NS,3/9,3,3
Blood,CD4_T,treg,NL→IT,NL,IT,0.023191,0.01866,-19.5,↓,1.0,NS,13/25,5,5
Blood,CD4_T,treg,NL→IA,NL,IA,0.023191,0.025389,9.5,↑,1.0,NS,10/20,5,4
Blood,CD4_T,treg,NL→AR,NL,AR,0.023191,0.017572,-24.2,↓,1.0,NS,8/15,5,3
Blood,CD4_T,treg,NL→CR,NL,CR,0.023191,0.016827,-27.4,↓,0.785714,NS,9/15,5,3
Blood,CD4_T,treg,IT→IA,IT,IA,0.01866,0.025389,36.1,↑,0.904762,NS,9/20,5,4
Blood,CD4_T,treg,IA→AR,IA,AR,0.025389,0.017572,-30.8,↓,1.0,NS,6/12,4,3
Blood,CD4_T,treg,CR→AR,CR,AR,0.016827,0.017572,4.4,↑,0.7,NS,6/9,3,3
Blood,CD8_T,treg,NL→IT,NL,IT,0.009781,0.006234,-36.3,↓,0.547619,NS,16/25,5,5
Blood,CD8_T,treg,NL→IA,NL,IA,0.009781,0.013106,34.0,↑,0.904762,NS,11/20,5,4
Blood,CD8_T,treg,NL→AR,NL,AR,0.009781,0.005161,-47.2,↓,0.392857,NS,11/15,5,3
Blood,CD8_T,treg,NL→CR,NL,CR,0.009781,0.003714,-62.0,↓,0.25,NS,12/15,5,3
Blood,CD8_T,treg,IT→IA,IT,IA,0.006234,0.013106,110.2,↑,0.111111,NS,17/20,5,4
Blood,CD8_T,treg,IA→AR,IA,AR,0.013106,0.005161,-60.6,↓,0.228571,NS,10/12,4,3
Blood,CD8_T,treg,CR→AR,CR,AR,0.003714,0.005161,39.0,↑,0.7,NS,6/9,3,3
Blood,NK,treg,NL→IT,NL,IT,0.010537,0.009833,-6.7,↓,0.690476,NS,10/25,5,5
Blood,NK,treg,NL→IA,NL,IA,0.010537,0.019874,88.6,↑,0.412698,NS,14/20,5,4
Blood,NK,treg,NL→AR,NL,AR,0.010537,0.009994,-5.2,↓,1.0,NS,7/15,5,3
Blood,NK,treg,NL→CR,NL,CR,0.010537,0.011571,9.8,↑,0.392857,NS,11/15,5,3
Blood,NK,treg,IT→IA,IT,IA,0.009833,0.019874,102.1,↑,0.285714,NS,15/20,5,4
Blood,NK,treg,IA→AR,IA,AR,0.019874,0.009994,-49.7,↓,0.4,NS,9/12,4,3
Blood,NK,treg,CR→AR,CR,AR,0.011571,0.009994,-13.6,↓,1.0,NS,5/9,3,3
Blood,B,treg,NL→IT,NL,IT,0.002488,0.006026,142.2,↑,0.036145,*,23/25,5,5
Blood,B,treg,NL→IA,NL,IA,0.002488,0.0056,125.1,↑,0.176098,NS,16/20,5,4
Blood,B,treg,NL→AR,NL,AR,0.002488,0.006715,169.9,↑,0.071924,†,14/15,5,3
Blood,B,treg,NL→CR,NL,CR,0.002488,0.005196,108.8,↑,0.230243,NS,12/15,5,3
Blood,B,treg,IT→IA,IT,IA,0.006026,0.0056,-7.1,↓,0.904762,NS,11/20,5,4
Blood,B,treg,IA→AR,IA,AR,0.0056,0.006715,19.9,↑,0.228571,NS,10/12,4,3
Blood,B,treg,CR→AR,CR,AR,0.005196,0.006715,29.2,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,treg,NL→IT,NL,IT,0.000491,0.0,-100.0,↓,0.423711,NS,5/25,5,5
Blood,PlasmaB,treg,NL→IA,NL,IA,0.000491,0.002054,318.6,↑,0.866815,NS,5/20,5,4
Blood,PlasmaB,treg,NL→AR,NL,AR,0.000491,0.006656,1256.8,↑,0.171857,NS,10/15,5,3
Blood,PlasmaB,treg,NL→CR,NL,CR,0.000491,0.001858,278.8,↑,0.69627,NS,5/15,5,3
Blood,PlasmaB,treg,IT→IA,IT,IA,0.0,0.002054,99999.0,↑,0.371093,NS,5/20,5,4
Blood,PlasmaB,treg,IA→AR,IA,AR,0.002054,0.006656,224.1,↑,0.435279,NS,7/12,4,3
Blood,PlasmaB,treg,CR→AR,CR,AR,0.001858,0.006656,258.2,↑,0.642835,NS,5/9,3,3
Blood,Myeloid,type1_ifn,NL→IT,NL,IT,0.074612,0.170295,128.2,↑,0.015873,*,20/20,4,5
Blood,Myeloid,type1_ifn,NL→IA,NL,IA,0.074612,0.153559,105.8,↑,0.028571,*,16/16,4,4
Blood,Myeloid,type1_ifn,NL→AR,NL,AR,0.074612,0.120231,61.1,↑,0.057143,†,12/12,4,3
Blood,Myeloid,type1_ifn,NL→CR,NL,CR,0.074612,0.140711,88.6,↑,0.057143,†,12/12,4,3
Blood,Myeloid,type1_ifn,IT→IA,IT,IA,0.170295,0.153559,-9.8,↓,0.904762,NS,11/20,5,4
Blood,Myeloid,type1_ifn,IA→AR,IA,AR,0.153559,0.120231,-21.7,↓,0.4,NS,9/12,4,3
Blood,Myeloid,type1_ifn,CR→AR,CR,AR,0.140711,0.120231,-14.6,↓,0.2,NS,8/9,3,3
Blood,CD4_T,type1_ifn,NL→IT,NL,IT,0.082873,0.080763,-2.5,↓,1.0,NS,12/25,5,5
Blood,CD4_T,type1_ifn,NL→IA,NL,IA,0.082873,0.088246,6.5,↑,0.555556,NS,13/20,5,4
Blood,CD4_T,type1_ifn,NL→AR,NL,AR,0.082873,0.078223,-5.6,↓,0.785714,NS,6/15,5,3
Blood,CD4_T,type1_ifn,NL→CR,NL,CR,0.082873,0.080455,-2.9,↓,0.785714,NS,9/15,5,3
Blood,CD4_T,type1_ifn,IT→IA,IT,IA,0.080763,0.088246,9.3,↑,0.730159,NS,12/20,5,4
Blood,CD4_T,type1_ifn,IA→AR,IA,AR,0.088246,0.078223,-11.4,↓,0.628571,NS,8/12,4,3
Blood,CD4_T,type1_ifn,CR→AR,CR,AR,0.080455,0.078223,-2.8,↓,1.0,NS,5/9,3,3
Blood,CD8_T,type1_ifn,NL→IT,NL,IT,0.074722,0.073148,-2.1,↓,1.0,NS,12/25,5,5
Blood,CD8_T,type1_ifn,NL→IA,NL,IA,0.074722,0.083495,11.7,↑,0.555556,NS,13/20,5,4
Blood,CD8_T,type1_ifn,NL→AR,NL,AR,0.074722,0.069186,-7.4,↓,1.0,NS,8/15,5,3
Blood,CD8_T,type1_ifn,NL→CR,NL,CR,0.074722,0.077188,3.3,↑,1.0,NS,7/15,5,3
Blood,CD8_T,type1_ifn,IT→IA,IT,IA,0.073148,0.083495,14.1,↑,0.412698,NS,14/20,5,4
Blood,CD8_T,type1_ifn,IA→AR,IA,AR,0.083495,0.069186,-17.1,↓,0.4,NS,9/12,4,3
Blood,CD8_T,type1_ifn,CR→AR,CR,AR,0.077188,0.069186,-10.4,↓,0.7,NS,3/9,3,3
Blood,NK,type1_ifn,NL→IT,NL,IT,0.074768,0.062133,-16.9,↓,0.420635,NS,17/25,5,5
Blood,NK,type1_ifn,NL→IA,NL,IA,0.074768,0.078768,5.3,↑,0.730159,NS,12/20,5,4
Blood,NK,type1_ifn,NL→AR,NL,AR,0.074768,0.065391,-12.5,↓,0.785714,NS,9/15,5,3
Blood,NK,type1_ifn,NL→CR,NL,CR,0.074768,0.070801,-5.3,↓,1.0,NS,7/15,5,3
Blood,NK,type1_ifn,IT→IA,IT,IA,0.062133,0.078768,26.8,↑,0.285714,NS,15/20,5,4
Blood,NK,type1_ifn,IA→AR,IA,AR,0.078768,0.065391,-17.0,↓,0.4,NS,9/12,4,3
Blood,NK,type1_ifn,CR→AR,CR,AR,0.070801,0.065391,-7.6,↓,1.0,NS,4/9,3,3
Blood,B,type1_ifn,NL→IT,NL,IT,0.091175,0.103672,13.7,↑,0.309524,NS,18/25,5,5
Blood,B,type1_ifn,NL→IA,NL,IA,0.091175,0.09135,0.2,↑,1.0,NS,10/20,5,4
Blood,B,type1_ifn,NL→AR,NL,AR,0.091175,0.092717,1.7,↑,1.0,NS,8/15,5,3
Blood,B,type1_ifn,NL→CR,NL,CR,0.091175,0.093445,2.5,↑,1.0,NS,8/15,5,3
Blood,B,type1_ifn,IT→IA,IT,IA,0.103672,0.09135,-11.9,↓,0.555556,NS,13/20,5,4
Blood,B,type1_ifn,IA→AR,IA,AR,0.09135,0.092717,1.5,↑,0.628571,NS,8/12,4,3
Blood,B,type1_ifn,CR→AR,CR,AR,0.093445,0.092717,-0.8,↓,0.7,NS,3/9,3,3
Blood,PlasmaB,type1_ifn,NL→IT,NL,IT,0.091462,0.225706,146.8,↑,0.095238,†,21/25,5,5
Blood,PlasmaB,type1_ifn,NL→IA,NL,IA,0.091462,0.205299,124.5,↑,0.063492,†,18/20,5,4
Blood,PlasmaB,type1_ifn,NL→AR,NL,AR,0.091462,0.144417,57.9,↑,0.392857,NS,11/15,5,3
Blood,PlasmaB,type1_ifn,NL→CR,NL,CR,0.091462,0.174625,90.9,↑,0.392857,NS,11/15,5,3
Blood,PlasmaB,type1_ifn,IT→IA,IT,IA,0.225706,0.205299,-9.0,↓,0.730159,NS,12/20,5,4
Blood,PlasmaB,type1_ifn,IA→AR,IA,AR,0.205299,0.144417,-29.7,↓,0.228571,NS,10/12,4,3
Blood,PlasmaB,type1_ifn,CR→AR,CR,AR,0.174625,0.144417,-17.3,↓,0.7,NS,6/9,3,3
