tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,NK,glycolysis,NL→AR,NL,AR,0.217794,0.238966,9.7,↑,0.785714,NS,9/15,5,3
Blood,NK,glycolysis,NL→CR,NL,CR,0.217794,0.233789,7.3,↑,0.785714,NS,9/15,5,3
Blood,NK,glycolysis,IT→IA,IT,IA,0.223756,0.253481,13.3,↑,0.111111,NS,17/20,5,4
Blood,NK,glycolysis,IA→AR,IA,AR,0.253481,0.238966,-5.7,↓,0.857143,NS,7/12,4,3
Blood,NK,glycolysis,CR→AR,CR,AR,0.233789,0.238966,2.2,↑,1.0,NS,5/9,3,3
Blood,B,glycolysis,NL→IT,NL,IT,0.186526,0.1889,1.3,↑,0.690476,NS,15/25,5,5
Blood,B,glycolysis,NL→IA,NL,IA,0.186526,0.205978,10.4,↑,0.412698,NS,14/20,5,4
Blood,B,glycolysis,NL→AR,NL,AR,0.186526,0.222813,19.5,↑,0.25,NS,12/15,5,3
Blood,B,glycolysis,NL→CR,NL,CR,0.186526,0.170952,-8.3,↓,0.785714,NS,9/15,5,3
Blood,B,glycolysis,IT→IA,IT,IA,0.1889,0.205978,9.0,↑,0.412698,NS,14/20,5,4
Blood,B,glycolysis,IA→AR,IA,AR,0.205978,0.222813,8.2,↑,0.4,NS,9/12,4,3
Blood,B,glycolysis,CR→AR,CR,AR,0.170952,0.222813,30.3,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,glycolysis,NL→IT,NL,IT,0.301955,0.239687,-20.6,↓,0.095238,†,21/25,5,5
Blood,PlasmaB,glycolysis,NL→IA,NL,IA,0.301955,0.24273,-19.6,↓,0.111111,NS,17/20,5,4
Blood,PlasmaB,glycolysis,NL→AR,NL,AR,0.301955,0.277456,-8.1,↓,0.571429,NS,10/15,5,3
Blood,PlasmaB,glycolysis,NL→CR,NL,CR,0.301955,0.222497,-26.3,↓,0.142857,NS,13/15,5,3
Blood,PlasmaB,glycolysis,IT→IA,IT,IA,0.239687,0.24273,1.3,↑,1.0,NS,10/20,5,4
Blood,PlasmaB,glycolysis,IA→AR,IA,AR,0.24273,0.277456,14.3,↑,0.057143,†,12/12,4,3
Blood,PlasmaB,glycolysis,CR→AR,CR,AR,0.222497,0.277456,24.7,↑,0.1,NS,9/9,3,3
Blood,Myeloid,il15_mtor,NL→IT,NL,IT,0.029092,0.03359,15.5,↑,0.555556,NS,13/20,4,5
Blood,Myeloid,il15_mtor,NL→IA,NL,IA,0.029092,0.04088,40.5,↑,0.114286,NS,14/16,4,4
Blood,Myeloid,il15_mtor,NL→AR,NL,AR,0.029092,0.035723,22.8,↑,0.4,NS,9/12,4,3
Blood,Myeloid,il15_mtor,NL→CR,NL,CR,0.029092,0.043055,48.0,↑,0.114286,NS,11/12,4,3
Blood,Myeloid,il15_mtor,IT→IA,IT,IA,0.03359,0.04088,21.7,↑,0.190476,NS,16/20,5,4
Blood,Myeloid,il15_mtor,IA→AR,IA,AR,0.04088,0.035723,-12.6,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,il15_mtor,CR→AR,CR,AR,0.043055,0.035723,-17.0,↓,0.4,NS,7/9,3,3
Blood,CD4_T,il15_mtor,NL→IT,NL,IT,0.074951,0.070641,-5.8,↓,0.547619,NS,16/25,5,5
Blood,CD4_T,il15_mtor,NL→IA,NL,IA,0.074951,0.079112,5.6,↑,0.730159,NS,12/20,5,4
Blood,CD4_T,il15_mtor,NL→AR,NL,AR,0.074951,0.075014,0.1,↑,0.571429,NS,5/15,5,3
Blood,CD4_T,il15_mtor,NL→CR,NL,CR,0.074951,0.073557,-1.9,↓,1.0,NS,8/15,5,3
Blood,CD4_T,il15_mtor,IT→IA,IT,IA,0.070641,0.079112,12.0,↑,0.412698,NS,14/20,5,4
Blood,CD4_T,il15_mtor,IA→AR,IA,AR,0.079112,0.075014,-5.2,↓,0.857143,NS,7/12,4,3
Blood,CD4_T,il15_mtor,CR→AR,CR,AR,0.073557,0.075014,2.0,↑,1.0,NS,5/9,3,3
Blood,CD8_T,il15_mtor,NL→IT,NL,IT,0.061978,0.072274,16.6,↑,0.84127,NS,14/25,5,5
Blood,CD8_T,il15_mtor,NL→IA,NL,IA,0.061978,0.085721,38.3,↑,0.111111,NS,17/20,5,4
Blood,CD8_T,il15_mtor,NL→AR,NL,AR,0.061978,0.076843,24.0,↑,0.571429,NS,10/15,5,3
Blood,CD8_T,il15_mtor,NL→CR,NL,CR,0.061978,0.072472,16.9,↑,1.0,NS,8/15,5,3
Blood,CD8_T,il15_mtor,IT→IA,IT,IA,0.072274,0.085721,18.6,↑,0.111111,NS,17/20,5,4
Blood,CD8_T,il15_mtor,IA→AR,IA,AR,0.085721,0.076843,-10.4,↓,0.228571,NS,10/12,4,3
Blood,CD8_T,il15_mtor,CR→AR,CR,AR,0.072472,0.076843,6.0,↑,0.7,NS,6/9,3,3
Blood,NK,il15_mtor,NL→IT,NL,IT,0.083563,0.104968,25.6,↑,0.095238,†,21/25,5,5
Blood,NK,il15_mtor,NL→IA,NL,IA,0.083563,0.121007,44.8,↑,0.031746,*,19/20,5,4
Blood,NK,il15_mtor,NL→AR,NL,AR,0.083563,0.100295,20.0,↑,0.25,NS,12/15,5,3
Blood,NK,il15_mtor,NL→CR,NL,CR,0.083563,0.111947,34.0,↑,0.142857,NS,13/15,5,3
Blood,NK,il15_mtor,IT→IA,IT,IA,0.104968,0.121007,15.3,↑,0.063492,†,18/20,5,4
Blood,NK,il15_mtor,IA→AR,IA,AR,0.121007,0.100295,-17.1,↓,0.057143,†,12/12,4,3
Blood,NK,il15_mtor,CR→AR,CR,AR,0.111947,0.100295,-10.4,↓,0.4,NS,7/9,3,3
Blood,B,il15_mtor,NL→IT,NL,IT,0.044082,0.051857,17.6,↑,0.222222,NS,19/25,5,5
Blood,B,il15_mtor,NL→IA,NL,IA,0.044082,0.052068,18.1,↑,0.190476,NS,16/20,5,4
Blood,B,il15_mtor,NL→AR,NL,AR,0.044082,0.05507,24.9,↑,0.142857,NS,13/15,5,3
Blood,B,il15_mtor,NL→CR,NL,CR,0.044082,0.053829,22.1,↑,0.25,NS,12/15,5,3
Blood,B,il15_mtor,IT→IA,IT,IA,0.051857,0.052068,0.4,↑,0.904762,NS,9/20,5,4
Blood,B,il15_mtor,IA→AR,IA,AR,0.052068,0.05507,5.8,↑,1.0,NS,6/12,4,3
Blood,B,il15_mtor,CR→AR,CR,AR,0.053829,0.05507,2.3,↑,1.0,NS,5/9,3,3
Blood,PlasmaB,il15_mtor,NL→IT,NL,IT,0.018074,0.04562,152.4,↑,0.095238,†,21/25,5,5
Blood,PlasmaB,il15_mtor,NL→IA,NL,IA,0.018074,0.034271,89.6,↑,0.190476,NS,16/20,5,4
Blood,PlasmaB,il15_mtor,NL→AR,NL,AR,0.018074,0.041232,128.1,↑,0.142857,NS,13/15,5,3
Blood,PlasmaB,il15_mtor,NL→CR,NL,CR,0.018074,0.052446,190.2,↑,0.071429,†,14/15,5,3
Blood,PlasmaB,il15_mtor,IT→IA,IT,IA,0.04562,0.034271,-24.9,↓,0.285714,NS,15/20,5,4
Blood,PlasmaB,il15_mtor,IA→AR,IA,AR,0.034271,0.041232,20.3,↑,0.628571,NS,8/12,4,3
Blood,PlasmaB,il15_mtor,CR→AR,CR,AR,0.052446,0.041232,-21.4,↓,0.4,NS,7/9,3,3
Blood,Myeloid,immune_evasion,NL→IT,NL,IT,0.121782,0.150442,23.5,↑,0.063492,†,18/20,4,5
Blood,Myeloid,immune_evasion,NL→IA,NL,IA,0.121782,0.154303,26.7,↑,0.057143,†,15/16,4,4
Blood,Myeloid,immune_evasion,NL→AR,NL,AR,0.121782,0.147455,21.1,↑,0.114286,NS,11/12,4,3
Blood,Myeloid,immune_evasion,NL→CR,NL,CR,0.121782,0.15666,28.6,↑,0.057143,†,12/12,4,3
Blood,Myeloid,immune_evasion,IT→IA,IT,IA,0.150442,0.154303,2.6,↑,0.730159,NS,12/20,5,4
Blood,Myeloid,immune_evasion,IA→AR,IA,AR,0.154303,0.147455,-4.4,↓,0.857143,NS,7/12,4,3
Blood,Myeloid,immune_evasion,CR→AR,CR,AR,0.15666,0.147455,-5.9,↓,0.7,NS,6/9,3,3
Blood,CD4_T,immune_evasion,NL→IT,NL,IT,0.061062,0.048527,-20.5,↓,0.095238,†,21/25,5,5
Blood,CD4_T,immune_evasion,NL→IA,NL,IA,0.061062,0.055637,-8.9,↓,0.285714,NS,15/20,5,4
Blood,CD4_T,immune_evasion,NL→AR,NL,AR,0.061062,0.051866,-15.1,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,immune_evasion,NL→CR,NL,CR,0.061062,0.064404,5.5,↑,0.392857,NS,11/15,5,3
Blood,CD4_T,immune_evasion,IT→IA,IT,IA,0.048527,0.055637,14.7,↑,0.730159,NS,8/20,5,4
Blood,CD4_T,immune_evasion,IA→AR,IA,AR,0.055637,0.051866,-6.8,↓,0.628571,NS,4/12,4,3
Blood,CD4_T,immune_evasion,CR→AR,CR,AR,0.064404,0.051866,-19.5,↓,0.4,NS,7/9,3,3
Blood,CD8_T,immune_evasion,NL→IT,NL,IT,0.06938,0.038571,-44.4,↓,0.015873,*,24/25,5,5
Blood,CD8_T,immune_evasion,NL→IA,NL,IA,0.06938,0.05275,-24.0,↓,0.285714,NS,15/20,5,4
Blood,CD8_T,immune_evasion,NL→AR,NL,AR,0.06938,0.041347,-40.4,↓,0.035714,*,15/15,5,3
Blood,CD8_T,immune_evasion,NL→CR,NL,CR,0.06938,0.058793,-15.3,↓,0.392857,NS,11/15,5,3
Blood,CD8_T,immune_evasion,IT→IA,IT,IA,0.038571,0.05275,36.8,↑,0.904762,NS,9/20,5,4
Blood,CD8_T,immune_evasion,IA→AR,IA,AR,0.05275,0.041347,-21.6,↓,0.4,NS,3/12,4,3
Blood,CD8_T,immune_evasion,CR→AR,CR,AR,0.058793,0.041347,-29.7,↓,0.1,NS,9/9,3,3
Blood,NK,immune_evasion,NL→IT,NL,IT,0.073081,0.043171,-40.9,↓,0.031746,*,23/25,5,5
Blood,NK,immune_evasion,NL→IA,NL,IA,0.073081,0.050671,-30.7,↓,0.285714,NS,15/20,5,4
Blood,NK,immune_evasion,NL→AR,NL,AR,0.073081,0.040875,-44.1,↓,0.035714,*,15/15,5,3
Blood,NK,immune_evasion,NL→CR,NL,CR,0.073081,0.063937,-12.5,↓,0.392857,NS,11/15,5,3
Blood,NK,immune_evasion,IT→IA,IT,IA,0.043171,0.050671,17.4,↑,1.0,NS,10/20,5,4
Blood,NK,immune_evasion,IA→AR,IA,AR,0.050671,0.040875,-19.3,↓,0.628571,NS,4/12,4,3
Blood,NK,immune_evasion,CR→AR,CR,AR,0.063937,0.040875,-36.1,↓,0.1,NS,9/9,3,3
Blood,B,immune_evasion,NL→IT,NL,IT,0.048594,0.031721,-34.7,↓,0.055556,†,22/25,5,5
Blood,B,immune_evasion,NL→IA,NL,IA,0.048594,0.030177,-37.9,↓,0.015873,*,20/20,5,4
Blood,B,immune_evasion,NL→AR,NL,AR,0.048594,0.030658,-36.9,↓,0.071429,†,14/15,5,3
Blood,B,immune_evasion,NL→CR,NL,CR,0.048594,0.043933,-9.6,↓,0.25,NS,12/15,5,3
Blood,B,immune_evasion,IT→IA,IT,IA,0.031721,0.030177,-4.9,↓,0.730159,NS,12/20,5,4
Blood,B,immune_evasion,IA→AR,IA,AR,0.030177,0.030658,1.6,↑,1.0,NS,6/12,4,3
Blood,B,immune_evasion,CR→AR,CR,AR,0.043933,0.030658,-30.2,↓,0.1,NS,9/9,3,3
Blood,PlasmaB,immune_evasion,NL→IT,NL,IT,0.022226,0.044313,99.4,↑,1.0,NS,13/25,5,5
Blood,PlasmaB,immune_evasion,NL→IA,NL,IA,0.022226,0.031788,43.0,↑,0.538594,NS,13/20,5,4
Blood,PlasmaB,immune_evasion,NL→AR,NL,AR,0.022226,0.02336,5.1,↑,1.0,NS,7/15,5,3
Blood,PlasmaB,immune_evasion,NL→CR,NL,CR,0.022226,0.036206,62.9,↑,0.368227,NS,11/15,5,3
Blood,PlasmaB,immune_evasion,IT→IA,IT,IA,0.044313,0.031788,-28.3,↓,0.412698,NS,6/20,5,4
Blood,PlasmaB,immune_evasion,IA→AR,IA,AR,0.031788,0.02336,-26.5,↓,0.228571,NS,10/12,4,3
Blood,PlasmaB,immune_evasion,CR→AR,CR,AR,0.036206,0.02336,-35.5,↓,0.7,NS,6/9,3,3
Blood,Myeloid,inflammasome,NL→IT,NL,IT,0.152878,0.220162,44.0,↑,0.015873,*,20/20,4,5
Blood,Myeloid,inflammasome,NL→IA,NL,IA,0.152878,0.212198,38.8,↑,0.028571,*,16/16,4,4
Blood,Myeloid,inflammasome,NL→AR,NL,AR,0.152878,0.217093,42.0,↑,0.057143,†,12/12,4,3
Blood,Myeloid,inflammasome,NL→CR,NL,CR,0.152878,0.185291,21.2,↑,0.857143,NS,7/12,4,3
Blood,Myeloid,inflammasome,IT→IA,IT,IA,0.220162,0.212198,-3.6,↓,0.412698,NS,14/20,5,4
Blood,Myeloid,inflammasome,IA→AR,IA,AR,0.212198,0.217093,2.3,↑,0.628571,NS,8/12,4,3
Blood,Myeloid,inflammasome,CR→AR,CR,AR,0.185291,0.217093,17.2,↑,0.4,NS,7/9,3,3
Blood,CD4_T,inflammasome,NL→IT,NL,IT,0.058462,0.045252,-22.6,↓,0.222222,NS,19/25,5,5
Blood,CD4_T,inflammasome,NL→IA,NL,IA,0.058462,0.04283,-26.7,↓,0.285714,NS,15/20,5,4
Blood,CD4_T,inflammasome,NL→AR,NL,AR,0.058462,0.046887,-19.8,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,inflammasome,NL→CR,NL,CR,0.058462,0.038314,-34.5,↓,0.142857,NS,13/15,5,3
Blood,CD4_T,inflammasome,IT→IA,IT,IA,0.045252,0.04283,-5.4,↓,0.730159,NS,12/20,5,4
Blood,CD4_T,inflammasome,IA→AR,IA,AR,0.04283,0.046887,9.5,↑,0.4,NS,9/12,4,3
Blood,CD4_T,inflammasome,CR→AR,CR,AR,0.038314,0.046887,22.4,↑,0.7,NS,6/9,3,3
Blood,CD8_T,inflammasome,NL→IT,NL,IT,0.064849,0.045492,-29.8,↓,0.222222,NS,19/25,5,5
Blood,CD8_T,inflammasome,NL→IA,NL,IA,0.064849,0.049968,-22.9,↓,0.412698,NS,14/20,5,4
Blood,CD8_T,inflammasome,NL→AR,NL,AR,0.064849,0.057338,-11.6,↓,0.785714,NS,9/15,5,3
Blood,CD8_T,inflammasome,NL→CR,NL,CR,0.064849,0.042078,-35.1,↓,0.142857,NS,13/15,5,3
Blood,CD8_T,inflammasome,IT→IA,IT,IA,0.045492,0.049968,9.8,↑,0.730159,NS,12/20,5,4
Blood,CD8_T,inflammasome,IA→AR,IA,AR,0.049968,0.057338,14.7,↑,0.4,NS,9/12,4,3
Blood,CD8_T,inflammasome,CR→AR,CR,AR,0.042078,0.057338,36.3,↑,0.1,NS,9/9,3,3
Blood,NK,inflammasome,NL→IT,NL,IT,0.052642,0.066861,27.0,↑,0.150794,NS,20/25,5,5
Blood,NK,inflammasome,NL→IA,NL,IA,0.052642,0.065157,23.8,↑,0.555556,NS,13/20,5,4
Blood,NK,inflammasome,NL→AR,NL,AR,0.052642,0.072332,37.4,↑,0.25,NS,12/15,5,3
Blood,NK,inflammasome,NL→CR,NL,CR,0.052642,0.065369,24.2,↑,0.571429,NS,10/15,5,3
Blood,NK,inflammasome,IT→IA,IT,IA,0.066861,0.065157,-2.5,↓,0.285714,NS,5/20,5,4
Blood,NK,inflammasome,IA→AR,IA,AR,0.065157,0.072332,11.0,↑,0.857143,NS,7/12,4,3
Blood,NK,inflammasome,CR→AR,CR,AR,0.065369,0.072332,10.7,↑,0.7,NS,6/9,3,3
Blood,B,inflammasome,NL→IT,NL,IT,0.048953,0.051653,5.5,↑,0.84127,NS,14/25,5,5
Blood,B,inflammasome,NL→IA,NL,IA,0.048953,0.043605,-10.9,↓,0.904762,NS,11/20,5,4
Blood,B,inflammasome,NL→AR,NL,AR,0.048953,0.058446,19.4,↑,0.785714,NS,9/15,5,3
Blood,B,inflammasome,NL→CR,NL,CR,0.048953,0.027634,-43.5,↓,0.142857,NS,13/15,5,3
Blood,B,inflammasome,IT→IA,IT,IA,0.051653,0.043605,-15.6,↓,0.555556,NS,13/20,5,4
Blood,B,inflammasome,IA→AR,IA,AR,0.043605,0.058446,34.0,↑,0.114286,NS,11/12,4,3
Blood,B,inflammasome,CR→AR,CR,AR,0.027634,0.058446,111.5,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,inflammasome,NL→IT,NL,IT,0.043737,0.067576,54.5,↑,0.401965,NS,17/25,5,5
Blood,PlasmaB,inflammasome,NL→IA,NL,IA,0.043737,0.05725,30.9,↑,0.712155,NS,12/20,5,4
Blood,PlasmaB,inflammasome,NL→AR,NL,AR,0.043737,0.060639,38.6,↑,0.548595,NS,10/15,5,3
Blood,PlasmaB,inflammasome,NL→CR,NL,CR,0.043737,0.034317,-21.5,↓,0.764228,NS,9/15,5,3
Blood,PlasmaB,inflammasome,IT→IA,IT,IA,0.067576,0.05725,-15.3,↓,0.904762,NS,11/20,5,4
Blood,PlasmaB,inflammasome,IA→AR,IA,AR,0.05725,0.060639,5.9,↑,0.857143,NS,7/12,4,3
Blood,PlasmaB,inflammasome,CR→AR,CR,AR,0.034317,0.060639,76.7,↑,0.2,NS,8/9,3,3
Blood,Myeloid,memory_t,NL→IT,NL,IT,0.07966,0.099341,24.7,↑,0.063492,†,18/20,4,5
Blood,Myeloid,memory_t,NL→IA,NL,IA,0.07966,0.092715,16.4,↑,0.342857,NS,12/16,4,4
Blood,Myeloid,memory_t,NL→AR,NL,AR,0.07966,0.098042,23.1,↑,0.057143,†,12/12,4,3
Blood,Myeloid,memory_t,NL→CR,NL,CR,0.07966,0.105215,32.1,↑,0.057143,†,12/12,4,3
Blood,Myeloid,memory_t,IT→IA,IT,IA,0.099341,0.092715,-6.7,↓,0.412698,NS,14/20,5,4
Blood,Myeloid,memory_t,IA→AR,IA,AR,0.092715,0.098042,5.7,↑,0.4,NS,9/12,4,3
Blood,Myeloid,memory_t,CR→AR,CR,AR,0.105215,0.098042,-6.8,↓,0.2,NS,8/9,3,3
Blood,CD4_T,memory_t,NL→IT,NL,IT,0.224692,0.318355,41.7,↑,0.150794,NS,20/25,5,5
Blood,CD4_T,memory_t,NL→IA,NL,IA,0.224692,0.316736,41.0,↑,0.190476,NS,16/20,5,4
Blood,CD4_T,memory_t,NL→AR,NL,AR,0.224692,0.332247,47.9,↑,0.25,NS,12/15,5,3
Blood,CD4_T,memory_t,NL→CR,NL,CR,0.224692,0.311885,38.8,↑,0.25,NS,12/15,5,3
Blood,CD4_T,memory_t,IT→IA,IT,IA,0.318355,0.316736,-0.5,↓,0.904762,NS,9/20,5,4
Blood,CD4_T,memory_t,IA→AR,IA,AR,0.316736,0.332247,4.9,↑,0.857143,NS,7/12,4,3
Blood,CD4_T,memory_t,CR→AR,CR,AR,0.311885,0.332247,6.5,↑,0.4,NS,7/9,3,3
Blood,CD8_T,memory_t,NL→IT,NL,IT,0.216397,0.293973,35.8,↑,0.150794,NS,20/25,5,5
Blood,CD8_T,memory_t,NL→IA,NL,IA,0.216397,0.26795,23.8,↑,0.285714,NS,15/20,5,4
Blood,CD8_T,memory_t,NL→AR,NL,AR,0.216397,0.246373,13.9,↑,0.25,NS,12/15,5,3
Blood,CD8_T,memory_t,NL→CR,NL,CR,0.216397,0.300246,38.7,↑,0.25,NS,12/15,5,3
Blood,CD8_T,memory_t,IT→IA,IT,IA,0.293973,0.26795,-8.9,↓,1.0,NS,10/20,5,4
Blood,CD8_T,memory_t,IA→AR,IA,AR,0.26795,0.246373,-8.1,↓,1.0,NS,6/12,4,3
Blood,CD8_T,memory_t,CR→AR,CR,AR,0.300246,0.246373,-17.9,↓,0.1,NS,9/9,3,3
Blood,NK,memory_t,NL→IT,NL,IT,0.080577,0.111802,38.8,↑,0.015873,*,24/25,5,5
Blood,NK,memory_t,NL→IA,NL,IA,0.080577,0.155864,93.4,↑,0.015873,*,20/20,5,4
Blood,NK,memory_t,NL→AR,NL,AR,0.080577,0.115903,43.8,↑,0.035714,*,15/15,5,3
Blood,NK,memory_t,NL→CR,NL,CR,0.080577,0.133463,65.6,↑,0.035714,*,15/15,5,3
Blood,NK,memory_t,IT→IA,IT,IA,0.111802,0.155864,39.4,↑,0.015873,*,20/20,5,4
Blood,NK,memory_t,IA→AR,IA,AR,0.155864,0.115903,-25.6,↓,0.057143,†,12/12,4,3
Blood,NK,memory_t,CR→AR,CR,AR,0.133463,0.115903,-13.2,↓,0.1,NS,9/9,3,3
Blood,B,memory_t,NL→IT,NL,IT,0.06257,0.108032,72.7,↑,0.055556,†,22/25,5,5
Blood,B,memory_t,NL→IA,NL,IA,0.06257,0.127073,103.1,↑,0.015873,*,20/20,5,4
Blood,B,memory_t,NL→AR,NL,AR,0.06257,0.116768,86.6,↑,0.071429,†,14/15,5,3
Blood,B,memory_t,NL→CR,NL,CR,0.06257,0.116341,85.9,↑,0.035714,*,15/15,5,3
Blood,B,memory_t,IT→IA,IT,IA,0.108032,0.127073,17.6,↑,0.063492,†,18/20,5,4
Blood,B,memory_t,IA→AR,IA,AR,0.127073,0.116768,-8.1,↓,0.228571,NS,10/12,4,3
Blood,B,memory_t,CR→AR,CR,AR,0.116341,0.116768,0.4,↑,1.0,NS,5/9,3,3
Blood,PlasmaB,memory_t,NL→IT,NL,IT,0.046872,0.078472,67.4,↑,0.420635,NS,17/25,5,5
Blood,PlasmaB,memory_t,NL→IA,NL,IA,0.046872,0.081188,73.2,↑,0.285714,NS,15/20,5,4
Blood,PlasmaB,memory_t,NL→AR,NL,AR,0.046872,0.041802,-10.8,↓,1.0,NS,8/15,5,3
Blood,PlasmaB,memory_t,NL→CR,NL,CR,0.046872,0.096246,105.3,↑,0.25,NS,12/15,5,3
Blood,PlasmaB,memory_t,IT→IA,IT,IA,0.078472,0.081188,3.5,↑,0.904762,NS,11/20,5,4
Blood,PlasmaB,memory_t,IA→AR,IA,AR,0.081188,0.041802,-48.5,↓,0.114286,NS,11/12,4,3
Blood,PlasmaB,memory_t,CR→AR,CR,AR,0.096246,0.041802,-56.6,↓,0.1,NS,9/9,3,3
Blood,Myeloid,metabolic_recovery,NL→IT,NL,IT,0.017614,0.013005,-26.2,↓,0.111111,NS,17/20,4,5
Blood,Myeloid,metabolic_recovery,NL→IA,NL,IA,0.017614,0.021757,23.5,↑,1.0,NS,8/16,4,4
Blood,Myeloid,metabolic_recovery,NL→AR,NL,AR,0.017614,0.017241,-2.1,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,metabolic_recovery,NL→CR,NL,CR,0.017614,0.0181,2.8,↑,1.0,NS,6/12,4,3
Blood,Myeloid,metabolic_recovery,IT→IA,IT,IA,0.013005,0.021757,67.3,↑,0.412698,NS,14/20,5,4
Blood,Myeloid,metabolic_recovery,IA→AR,IA,AR,0.021757,0.017241,-20.8,↓,1.0,NS,6/12,4,3
Blood,Myeloid,metabolic_recovery,CR→AR,CR,AR,0.0181,0.017241,-4.7,↓,0.7,NS,6/9,3,3
Blood,CD4_T,metabolic_recovery,NL→IT,NL,IT,0.01643,0.023323,42.0,↑,0.309524,NS,18/25,5,5
Blood,CD4_T,metabolic_recovery,NL→IA,NL,IA,0.01643,0.02544,54.8,↑,0.285714,NS,15/20,5,4
Blood,CD4_T,metabolic_recovery,NL→AR,NL,AR,0.01643,0.023733,44.4,↑,0.25,NS,12/15,5,3
Blood,CD4_T,metabolic_recovery,NL→CR,NL,CR,0.01643,0.02962,80.3,↑,0.25,NS,12/15,5,3
Blood,CD4_T,metabolic_recovery,IT→IA,IT,IA,0.023323,0.02544,9.1,↑,0.555556,NS,13/20,5,4
Blood,CD4_T,metabolic_recovery,IA→AR,IA,AR,0.02544,0.023733,-6.7,↓,0.628571,NS,8/12,4,3
Blood,CD4_T,metabolic_recovery,CR→AR,CR,AR,0.02962,0.023733,-19.9,↓,0.1,NS,9/9,3,3
Blood,CD8_T,metabolic_recovery,NL→IT,NL,IT,0.025106,0.025261,0.6,↑,0.690476,NS,15/25,5,5
Blood,CD8_T,metabolic_recovery,NL→IA,NL,IA,0.025106,0.026851,7.0,↑,0.555556,NS,13/20,5,4
Blood,CD8_T,metabolic_recovery,NL→AR,NL,AR,0.025106,0.025605,2.0,↑,0.785714,NS,9/15,5,3
Blood,CD8_T,metabolic_recovery,NL→CR,NL,CR,0.025106,0.029276,16.6,↑,0.571429,NS,10/15,5,3
Blood,CD8_T,metabolic_recovery,IT→IA,IT,IA,0.025261,0.026851,6.3,↑,0.904762,NS,11/20,5,4
Blood,CD8_T,metabolic_recovery,IA→AR,IA,AR,0.026851,0.025605,-4.6,↓,0.857143,NS,5/12,4,3
Blood,CD8_T,metabolic_recovery,CR→AR,CR,AR,0.029276,0.025605,-12.5,↓,0.4,NS,7/9,3,3
Blood,NK,metabolic_recovery,NL→IT,NL,IT,0.020895,0.02108,0.9,↑,0.84127,NS,11/25,5,5
Blood,NK,metabolic_recovery,NL→IA,NL,IA,0.020895,0.02299,10.0,↑,0.412698,NS,14/20,5,4
Blood,NK,metabolic_recovery,NL→AR,NL,AR,0.020895,0.021687,3.8,↑,0.785714,NS,9/15,5,3
Blood,NK,metabolic_recovery,NL→CR,NL,CR,0.020895,0.024631,17.9,↑,0.25,NS,12/15,5,3
Blood,NK,metabolic_recovery,IT→IA,IT,IA,0.02108,0.02299,9.1,↑,0.555556,NS,13/20,5,4
Blood,NK,metabolic_recovery,IA→AR,IA,AR,0.02299,0.021687,-5.7,↓,0.857143,NS,7/12,4,3
Blood,NK,metabolic_recovery,CR→AR,CR,AR,0.024631,0.021687,-12.0,↓,0.2,NS,8/9,3,3
Blood,B,metabolic_recovery,NL→IT,NL,IT,0.008909,0.021748,144.1,↑,0.036145,*,23/25,5,5
Blood,B,metabolic_recovery,NL→IA,NL,IA,0.008909,0.024475,174.7,↑,0.036546,*,19/20,5,4
Blood,B,metabolic_recovery,NL→AR,NL,AR,0.008909,0.023772,166.8,↑,0.03577,*,15/15,5,3
Blood,B,metabolic_recovery,NL→CR,NL,CR,0.008909,0.030644,244.0,↑,0.03577,*,15/15,5,3
Blood,B,metabolic_recovery,IT→IA,IT,IA,0.021748,0.024475,12.5,↑,0.555556,NS,13/20,5,4
Blood,B,metabolic_recovery,IA→AR,IA,AR,0.024475,0.023772,-2.9,↓,1.0,NS,6/12,4,3
Blood,B,metabolic_recovery,CR→AR,CR,AR,0.030644,0.023772,-22.4,↓,0.2,NS,8/9,3,3
Blood,PlasmaB,metabolic_recovery,NL→IT,NL,IT,0.007166,0.011113,55.1,↑,0.450644,NS,15/25,5,5
Blood,PlasmaB,metabolic_recovery,NL→IA,NL,IA,0.007166,0.00994,38.7,↑,0.442771,NS,12/20,5,4
Blood,PlasmaB,metabolic_recovery,NL→AR,NL,AR,0.007166,0.008016,11.9,↑,0.633737,NS,8/15,5,3
Blood,PlasmaB,metabolic_recovery,NL→CR,NL,CR,0.007166,0.010131,41.4,↑,0.359397,NS,11/15,5,3
Blood,PlasmaB,metabolic_recovery,IT→IA,IT,IA,0.011113,0.00994,-10.6,↓,1.0,NS,10/20,5,4
Blood,PlasmaB,metabolic_recovery,IA→AR,IA,AR,0.00994,0.008016,-19.4,↓,1.0,NS,6/12,4,3
Blood,PlasmaB,metabolic_recovery,CR→AR,CR,AR,0.010131,0.008016,-20.9,↓,0.7,NS,6/9,3,3
Blood,Myeloid,mito_dysfunction,NL→IT,NL,IT,0.894277,0.950765,6.3,↑,0.015873,*,20/20,4,5
